avg_return,std_return,median_return,agree_rate,end_rate,avg_turns_used,episodes_trained,seed,algo,hint_mode,k,hint_provider,expert_ckpt,failure_ratio
6.35,8.412342123332836,0.0,0.3985,0.6075,1.061,2000,412,reinforce,random,1,random,,0.0
