episode,return,rolling_mean_return_100,step
1,0.0,0.0,1
2,0.0,0.0,2
3,0.0,0.0,3
4,0.0,0.0,4
5,7.0,1.4,5
6,0.0,1.1666666666666667,6
7,18.0,3.5714285714285716,7
8,22.0,5.875,8
9,0.0,5.222222222222222,9
10,2.0,4.9,10
11,0.0,4.454545454545454,11
12,25.0,6.166666666666667,12
13,0.0,5.6923076923076925,13
14,0.0,5.285714285714286,14
15,3.0,5.133333333333334,15
16,0.0,4.8125,16
17,0.0,4.529411764705882,17
18,15.0,5.111111111111111,18
19,8.0,5.2631578947368425,19
20,0.0,5.0,20
21,0.0,4.761904761904762,21
22,17.0,5.318181818181818,22
23,10.0,5.521739130434782,23
24,0.0,5.291666666666667,24
25,9.0,5.44,25
26,0.0,5.230769230769231,26
27,20.0,5.777777777777778,27
28,0.0,5.571428571428571,28
29,12.0,5.793103448275862,29
30,15.0,6.1,30
31,0.0,5.903225806451613,31
32,0.0,5.71875,32
33,0.0,5.545454545454546,33
34,9.0,5.647058823529412,34
35,0.0,5.485714285714286,35
36,0.0,5.333333333333333,36
37,0.0,5.1891891891891895,37
38,0.0,5.052631578947368,38
39,0.0,4.923076923076923,39
40,0.0,4.8,40
41,0.0,4.682926829268292,41
42,9.0,4.785714285714286,42
43,0.0,4.674418604651163,43
44,0.0,4.568181818181818,44
45,0.0,4.466666666666667,45
46,0.0,4.369565217391305,46
47,0.0,4.276595744680851,47
48,0.0,4.1875,48
49,0.0,4.1020408163265305,49
50,0.0,4.02,50
51,5.0,4.03921568627451,51
52,0.0,3.9615384615384617,52
53,0.0,3.8867924528301887,53
54,0.0,3.814814814814815,54
55,0.0,3.7454545454545456,55
56,0.0,3.6785714285714284,56
57,0.0,3.6140350877192984,57
58,0.0,3.5517241379310347,58
59,0.0,3.4915254237288136,59
60,0.0,3.433333333333333,60
61,0.0,3.377049180327869,61
62,13.0,3.532258064516129,62
63,0.0,3.4761904761904763,63
64,0.0,3.421875,64
65,0.0,3.3692307692307693,65
66,0.0,3.3181818181818183,66
67,0.0,3.2686567164179103,67
68,0.0,3.2205882352941178,68
69,0.0,3.1739130434782608,69
70,0.0,3.1285714285714286,70
71,7.0,3.183098591549296,71
72,0.0,3.138888888888889,72
73,0.0,3.095890410958904,73
74,0.0,3.054054054054054,74
75,10.0,3.1466666666666665,75
76,0.0,3.1052631578947367,76
77,0.0,3.064935064935065,77
78,0.0,3.0256410256410255,78
79,0.0,2.9873417721518987,79
80,0.0,2.95,80
81,0.0,2.9135802469135803,81
82,0.0,2.8780487804878048,82
83,19.0,3.072289156626506,83
84,7.0,3.119047619047619,84
85,7.0,3.164705882352941,85
86,0.0,3.127906976744186,86
87,19.0,3.310344827586207,87
88,0.0,3.272727272727273,88
89,19.0,3.449438202247191,89
90,0.0,3.411111111111111,90
91,12.0,3.5054945054945055,91
92,0.0,3.467391304347826,92
93,0.0,3.4301075268817205,93
94,0.0,3.393617021276596,94
95,0.0,3.357894736842105,95
96,0.0,3.3229166666666665,96
97,16.0,3.4536082474226806,97
98,0.0,3.4183673469387754,98
99,0.0,3.3838383838383836,99
100,0.0,3.35,100
101,0.0,3.35,101
102,11.0,3.46,102
103,0.0,3.46,103
104,0.0,3.46,104
105,0.0,3.39,105
106,0.0,3.39,106
107,15.0,3.36,107
108,0.0,3.14,108
109,0.0,3.14,109
110,0.0,3.12,110
111,0.0,3.12,111
112,0.0,2.87,112
113,0.0,2.87,113
114,0.0,2.87,114
115,1.0,2.85,115
116,0.0,2.85,116
117,0.0,2.85,117
118,0.0,2.7,118
119,0.0,2.62,119
120,17.0,2.79,120
121,0.0,2.79,121
122,17.0,2.79,122
123,18.0,2.87,123
124,4.0,2.91,124
125,0.0,2.82,125
126,0.0,2.82,126
127,4.0,2.66,127
128,0.0,2.66,128
129,0.0,2.54,129
130,0.0,2.39,130
131,0.0,2.39,131
132,0.0,2.39,132
133,14.0,2.53,133
134,0.0,2.44,134
135,0.0,2.44,135
136,0.0,2.44,136
137,0.0,2.44,137
138,7.0,2.51,138
139,0.0,2.51,139
140,0.0,2.51,140
141,0.0,2.51,141
142,11.0,2.53,142
143,0.0,2.53,143
144,0.0,2.53,144
145,0.0,2.53,145
146,9.0,2.62,146
147,10.0,2.72,147
148,0.0,2.72,148
149,0.0,2.72,149
150,0.0,2.72,150
151,1.0,2.68,151
152,9.0,2.77,152
153,0.0,2.77,153
154,24.0,3.01,154
155,0.0,3.01,155
156,0.0,3.01,156
157,0.0,3.01,157
158,16.0,3.17,158
159,4.0,3.21,159
160,0.0,3.21,160
161,17.0,3.38,161
162,0.0,3.25,162
163,10.0,3.35,163
164,0.0,3.35,164
165,19.0,3.54,165
166,0.0,3.54,166
167,0.0,3.54,167
168,0.0,3.54,168
169,0.0,3.54,169
170,0.0,3.54,170
171,0.0,3.47,171
172,5.0,3.52,172
173,0.0,3.52,173
174,0.0,3.52,174
175,6.0,3.48,175
176,0.0,3.48,176
177,0.0,3.48,177
178,16.0,3.64,178
179,0.0,3.64,179
180,0.0,3.64,180
181,0.0,3.64,181
182,24.0,3.88,182
183,0.0,3.69,183
184,23.0,3.85,184
185,0.0,3.78,185
186,15.0,3.93,186
187,0.0,3.74,187
188,0.0,3.74,188
189,0.0,3.55,189
190,0.0,3.55,190
191,0.0,3.43,191
192,1.0,3.44,192
193,0.0,3.44,193
194,15.0,3.59,194
195,0.0,3.59,195
196,22.0,3.81,196
197,0.0,3.65,197
198,0.0,3.65,198
199,0.0,3.65,199
200,0.0,3.65,200
201,0.0,3.65,201
202,0.0,3.54,202
203,1.0,3.55,203
204,11.0,3.66,204
205,0.0,3.66,205
206,0.0,3.66,206
207,0.0,3.51,207
208,0.0,3.51,208
209,0.0,3.51,209
210,25.0,3.76,210
211,0.0,3.76,211
212,19.0,3.95,212
213,0.0,3.95,213
214,0.0,3.95,214
215,16.0,4.1,215
216,5.0,4.15,216
217,0.0,4.15,217
218,0.0,4.15,218
219,0.0,4.15,219
220,0.0,3.98,220
221,0.0,3.98,221
222,0.0,3.81,222
223,0.0,3.63,223
224,20.0,3.79,224
225,1.0,3.8,225
226,6.0,3.86,226
227,0.0,3.82,227
228,0.0,3.82,228
229,24.0,4.06,229
230,17.0,4.23,230
231,0.0,4.23,231
232,7.0,4.3,232
233,19.0,4.35,233
234,10.0,4.45,234
235,0.0,4.45,235
236,0.0,4.45,236
237,9.0,4.54,237
238,0.0,4.47,238
239,15.0,4.62,239
240,0.0,4.62,240
241,0.0,4.62,241
242,0.0,4.51,242
243,19.0,4.7,243
244,0.0,4.7,244
245,0.0,4.7,245
246,0.0,4.61,246
247,0.0,4.51,247
248,0.0,4.51,248
249,21.0,4.72,249
250,12.0,4.84,250
251,0.0,4.83,251
252,1.0,4.75,252
253,0.0,4.75,253
254,3.0,4.54,254
255,11.0,4.65,255
256,14.0,4.79,256
257,0.0,4.79,257
258,0.0,4.63,258
259,0.0,4.59,259
260,0.0,4.59,260
261,0.0,4.42,261
262,24.0,4.66,262
263,21.0,4.77,263
264,0.0,4.77,264
265,0.0,4.58,265
266,14.0,4.72,266
267,0.0,4.72,267
268,2.0,4.74,268
269,0.0,4.74,269
270,0.0,4.74,270
271,0.0,4.74,271
272,0.0,4.69,272
273,2.0,4.71,273
274,0.0,4.71,274
275,12.0,4.77,275
276,0.0,4.77,276
277,0.0,4.77,277
278,0.0,4.61,278
279,10.0,4.71,279
280,0.0,4.71,280
281,0.0,4.71,281
282,16.0,4.63,282
283,0.0,4.63,283
284,0.0,4.4,284
285,0.0,4.4,285
286,13.0,4.38,286
287,0.0,4.38,287
288,0.0,4.38,288
289,0.0,4.38,289
290,0.0,4.38,290
291,0.0,4.38,291
292,0.0,4.37,292
293,18.0,4.55,293
294,7.0,4.47,294
295,0.0,4.47,295
296,19.0,4.44,296
297,27.0,4.71,297
298,0.0,4.71,298
299,0.0,4.71,299
300,0.0,4.71,300
301,0.0,4.71,301
302,0.0,4.71,302
303,3.0,4.73,303
304,15.0,4.77,304
305,0.0,4.77,305
306,0.0,4.77,306
307,0.0,4.77,307
308,0.0,4.77,308
309,0.0,4.77,309
310,0.0,4.52,310
311,0.0,4.52,311
312,0.0,4.33,312
313,0.0,4.33,313
314,7.0,4.4,314
315,0.0,4.24,315
316,2.0,4.21,316
317,19.0,4.4,317
318,0.0,4.4,318
319,0.0,4.4,319
320,0.0,4.4,320
321,0.0,4.4,321
322,13.0,4.53,322
323,25.0,4.78,323
324,0.0,4.58,324
325,9.0,4.66,325
326,0.0,4.6,326
327,23.0,4.83,327
328,0.0,4.83,328
329,0.0,4.59,329
330,13.0,4.55,330
331,0.0,4.55,331
332,0.0,4.48,332
333,28.0,4.57,333
334,0.0,4.47,334
335,25.0,4.72,335
336,0.0,4.72,336
337,17.0,4.8,337
338,13.0,4.93,338
339,15.0,4.93,339
340,0.0,4.93,340
341,0.0,4.93,341
342,0.0,4.93,342
343,0.0,4.74,343
344,0.0,4.74,344
345,18.0,4.92,345
346,0.0,4.92,346
347,14.0,5.06,347
348,0.0,5.06,348
349,16.0,5.01,349
350,0.0,4.89,350
351,13.0,5.02,351
352,13.0,5.14,352
353,0.0,5.14,353
354,0.0,5.11,354
355,15.0,5.15,355
356,0.0,5.01,356
357,15.0,5.16,357
358,7.0,5.23,358
359,0.0,5.23,359
360,14.0,5.37,360
361,0.0,5.37,361
362,13.0,5.26,362
363,21.0,5.26,363
364,0.0,5.26,364
365,0.0,5.26,365
366,11.0,5.23,366
367,6.0,5.29,367
368,0.0,5.27,368
369,0.0,5.27,369
370,8.0,5.35,370
371,10.0,5.45,371
372,0.0,5.45,372
373,16.0,5.59,373
374,23.0,5.82,374
375,0.0,5.7,375
376,0.0,5.7,376
377,15.0,5.85,377
378,2.0,5.87,378
379,0.0,5.77,379
380,6.0,5.83,380
381,0.0,5.83,381
382,0.0,5.67,382
383,0.0,5.67,383
384,0.0,5.67,384
385,0.0,5.67,385
386,0.0,5.54,386
387,11.0,5.65,387
388,0.0,5.65,388
389,7.0,5.72,389
390,0.0,5.72,390
391,0.0,5.72,391
392,0.0,5.72,392
393,23.0,5.77,393
394,0.0,5.7,394
395,0.0,5.7,395
396,0.0,5.51,396
397,13.0,5.37,397
398,0.0,5.37,398
399,0.0,5.37,399
400,0.0,5.37,400
401,15.0,5.52,401
402,0.0,5.52,402
403,9.0,5.58,403
404,0.0,5.43,404
405,0.0,5.43,405
406,0.0,5.43,406
407,0.0,5.43,407
408,0.0,5.43,408
409,0.0,5.43,409
410,0.0,5.43,410
411,18.0,5.61,411
412,0.0,5.61,412
413,8.0,5.69,413
414,0.0,5.62,414
415,11.0,5.73,415
416,0.0,5.71,416
417,0.0,5.52,417
418,0.0,5.52,418
419,16.0,5.68,419
420,1.0,5.69,420
421,0.0,5.69,421
422,12.0,5.68,422
423,0.0,5.43,423
424,17.0,5.6,424
425,0.0,5.51,425
426,0.0,5.51,426
427,0.0,5.28,427
428,13.0,5.41,428
429,14.0,5.55,429
430,0.0,5.42,430
431,22.0,5.64,431
432,11.0,5.75,432
433,0.0,5.47,433
434,0.0,5.47,434
435,0.0,5.22,435
436,11.0,5.33,436
437,1.0,5.17,437
438,7.0,5.11,438
439,7.0,5.03,439
440,0.0,5.03,440
441,0.0,5.03,441
442,16.0,5.19,442
443,0.0,5.19,443
444,0.0,5.19,444
445,0.0,5.01,445
446,0.0,5.01,446
447,0.0,4.87,447
448,0.0,4.87,448
449,0.0,4.71,449
450,0.0,4.71,450
451,7.0,4.65,451
452,18.0,4.7,452
453,0.0,4.7,453
454,2.0,4.72,454
455,11.0,4.68,455
456,0.0,4.68,456
457,0.0,4.53,457
458,0.0,4.46,458
459,7.0,4.53,459
460,9.0,4.48,460
461,0.0,4.48,461
462,0.0,4.35,462
463,0.0,4.14,463
464,0.0,4.14,464
465,0.0,4.14,465
466,0.0,4.03,466
467,12.0,4.09,467
468,0.0,4.09,468
469,0.0,4.09,469
470,0.0,4.01,470
471,0.0,3.91,471
472,0.0,3.91,472
473,0.0,3.75,473
474,9.0,3.61,474
475,15.0,3.76,475
476,0.0,3.76,476
477,0.0,3.61,477
478,0.0,3.59,478
479,9.0,3.68,479
480,0.0,3.62,480
481,0.0,3.62,481
482,0.0,3.62,482
483,13.0,3.75,483
484,21.0,3.96,484
485,0.0,3.96,485
486,0.0,3.96,486
487,16.0,4.01,487
488,18.0,4.19,488
489,0.0,4.12,489
490,0.0,4.12,490
491,19.0,4.31,491
492,0.0,4.31,492
493,20.0,4.28,493
494,0.0,4.28,494
495,13.0,4.41,495
496,0.0,4.41,496
497,7.0,4.35,497
498,4.0,4.39,498
499,0.0,4.39,499
500,0.0,4.39,500
501,10.0,4.34,501
502,6.0,4.4,502
503,0.0,4.31,503
504,0.0,4.31,504
505,0.0,4.31,505
506,0.0,4.31,506
507,0.0,4.31,507
508,13.0,4.44,508
509,0.0,4.44,509
510,0.0,4.44,510
511,0.0,4.26,511
512,0.0,4.26,512
513,11.0,4.29,513
514,0.0,4.29,514
515,10.0,4.28,515
516,12.0,4.4,516
517,0.0,4.4,517
518,0.0,4.4,518
519,0.0,4.24,519
520,14.0,4.37,520
521,0.0,4.37,521
522,0.0,4.25,522
