avg_return,std_return,median_return,agree_rate,end_rate,avg_turns_used,episodes_trained,seed,algo,hint_mode,k,hint_provider,expert_ckpt,failure_ratio
3.2993200000000003,6.262055248686329,0.0,0.0,0.08,1.0,250,123,ppo,expert,1,expert,runs/expert_seed123_turns10/expert_best.pt,0.0
