update,policy_loss,value_loss,entropy,steps
0,0.05488969385623932,16.947193145751953,2.0130295753479004,128
1,-0.17717453837394714,19.59050750732422,1.710508108139038,256
2,-0.13313421607017517,22.395523071289062,2.318206787109375,384
3,-0.08816546201705933,19.38818359375,2.0908637046813965,512
4,0.06186634674668312,15.197187423706055,1.6664866209030151,640
5,0.05993121117353439,12.707108497619629,1.5359171628952026,768
6,0.08875299990177155,22.76612663269043,1.4404469728469849,896
7,-0.019505523145198822,18.310184478759766,1.7046396732330322,1024
8,-0.009548433125019073,26.283123016357422,1.349974513053894,1152
9,-0.10190120339393616,26.315034866333008,1.3985528945922852,1280
10,-0.19639457762241364,42.73240661621094,0.876207172870636,1408
11,-0.13023602962493896,30.820388793945312,1.143242359161377,1536
12,-0.06204298883676529,27.392675399780273,1.0535612106323242,1664
13,-0.10453079640865326,38.49470520019531,0.7688493132591248,1792
14,0.02520723268389702,27.737689971923828,0.8014475703239441,1920
15,0.08722453564405441,23.785364151000977,1.0142669677734375,2048
16,0.11996327340602875,19.862890243530273,1.059207797050476,2176
17,0.13601519167423248,19.917842864990234,0.9899274110794067,2304
18,-0.00612366758286953,29.24857521057129,0.7721447944641113,2432
19,-0.16558785736560822,37.12395095825195,0.6233062148094177,2560
20,0.015289612114429474,30.137939453125,0.7656854391098022,2688
21,0.05377425253391266,29.599653244018555,0.6249576210975647,2816
22,-0.02420397661626339,18.335140228271484,0.7530975341796875,2944
