update,policy_loss,value_loss,entropy,steps
0,0.006413411349058151,13.87143611907959,3.1956863403320312,128
1,-0.0008297711610794067,14.660826683044434,3.0277576446533203,256
2,0.046831414103507996,6.695717811584473,2.8407750129699707,384
3,0.018553966656327248,15.916891098022461,3.143259048461914,512
4,0.008401412516832352,17.410369873046875,2.7687084674835205,640
5,-0.08855444192886353,16.702266693115234,2.4813616275787354,768
6,-0.277399480342865,39.160186767578125,2.2882795333862305,896
7,-0.012566115707159042,18.26795768737793,2.38474702835083,1024
8,-0.06772957742214203,23.658145904541016,2.2966537475585938,1152
9,-0.15712909400463104,39.6248893737793,1.7465417385101318,1280
10,-0.12376069277524948,25.351375579833984,1.7795666456222534,1408
11,-0.24090102314949036,32.876426696777344,1.5855202674865723,1536
12,-0.10743551701307297,25.81544303894043,1.3033463954925537,1664
13,-0.012987971305847168,26.48223114013672,1.3093626499176025,1792
14,-0.03003234602510929,21.71890640258789,1.3407578468322754,1920
15,0.08337051421403885,17.857425689697266,1.3440132141113281,2048
16,0.010999973863363266,23.487825393676758,0.9396765232086182,2176
17,0.021920301020145416,21.84918975830078,1.2874376773834229,2304
18,-0.10591427981853485,23.026142120361328,1.0863302946090698,2432
19,0.15270599722862244,18.738298416137695,1.1768165826797485,2560
20,-0.03536003455519676,19.500778198242188,1.1920162439346313,2688
21,-0.22440263628959656,19.716835021972656,1.178508996963501,2816
22,-0.0024139881134033203,20.587980270385742,1.1244946718215942,2944
