step,policy_loss,value_loss,entropy
0,-2.421438694000244e-08,12.732622146606445,2.4429543018341064
1,-1.9837170839309692e-07,0.013846069574356079,2.3563413619995117
2,-2.2351741790771484e-08,13.020547866821289,2.982593297958374
3,1.0244548320770264e-08,0.010493212379515171,2.3620235919952393
4,-5.075708031654358e-08,0.501961886882782,3.552220582962036
5,-1.1175870895385742e-08,3.470381498336792,3.270106077194214
6,7.450580596923828e-09,8.748313903808594,2.5706043243408203
7,-4.0046870708465576e-07,0.09458448737859726,3.049163818359375
8,0.005413006991147995,0.08159761875867844,3.407474994659424
9,-1.210719347000122e-08,0.05248484015464783,2.505584716796875
10,2.9802322387695312e-08,0.20847082138061523,2.1887598037719727
11,4.190951585769653e-08,0.01939288154244423,4.450230121612549
12,-1.30385160446167e-08,4.373225688934326,2.471330165863037
13,4.0978193283081055e-08,11.726884841918945,2.504506826400757
14,2.7194619178771973e-07,0.001023075426928699,2.690976142883301
15,-3.725290298461914e-09,0.0167380440980196,2.350463390350342
16,-7.450580596923828e-08,0.01618758775293827,2.1702487468719482
17,-5.960464477539063e-08,12.472925186157227,2.291825294494629
18,2.868473529815674e-07,0.30690181255340576,3.694322109222412
19,-3.203749656677246e-07,0.022896340116858482,4.444763660430908
20,3.259629011154175e-09,19.09271240234375,2.908184051513672
21,1.1175870895385742e-08,16.154878616333008,1.6524208784103394
22,2.1606683731079102e-07,0.0005089894984848797,2.8569202423095703
23,5.587935447692871e-08,13.753812789916992,2.0614891052246094
24,0.007158082909882069,0.26251643896102905,2.4561102390289307
25,2.9802322387695312e-08,9.257473945617676,2.729431390762329
26,5.634501576423645e-08,12.171245574951172,1.4990047216415405
27,0.001658942550420761,0.02493123523890972,2.6714251041412354
28,3.939494490623474e-07,0.0005848578293807805,4.112213134765625
29,3.725290298461914e-09,8.160846710205078,2.3852720260620117
30,-3.725290298461914e-08,20.530858993530273,1.5463793277740479
31,-1.862645149230957e-09,13.227160453796387,1.8160245418548584
32,2.9802322387695312e-08,0.0058515639975667,3.007018804550171
33,3.3527612686157227e-08,6.494675636291504,2.746495008468628
34,7.450580596923828e-09,23.613115310668945,1.8037266731262207
35,-1.564621925354004e-07,0.14961062371730804,3.671818733215332
36,1.2665987014770508e-07,0.008706716820597649,2.0679142475128174
37,2.812594175338745e-07,0.005472761113196611,3.3110547065734863
38,-4.470348358154297e-08,17.556968688964844,2.491507053375244
39,-1.862645149230957e-08,11.405525207519531,2.9765100479125977
40,9.313225746154785e-09,14.991898536682129,2.518707752227783
41,1.6666017472743988e-06,0.04998819902539253,2.644380569458008
42,-1.30385160446167e-08,16.5192928314209,2.123587131500244
43,2.7101486921310425e-07,0.017730366438627243,3.8512401580810547
44,-1.1175870895385742e-08,13.942364692687988,2.062957286834717
45,3.4831464290618896e-07,0.010821147821843624,3.396233081817627
46,1.1175870895385742e-08,10.496427536010742,1.9535176753997803
47,-1.473352313041687e-06,0.17424026131629944,4.541104316711426
48,-3.501772880554199e-07,0.0073442053981125355,3.2392578125
49,-1.862645149230957e-08,12.430163383483887,2.1030430793762207
50,3.5390257835388184e-08,16.996274948120117,1.1509989500045776
51,4.6566128730773926e-08,11.804330825805664,1.8513896465301514
52,1.5087425708770752e-07,0.031737666577100754,2.723252058029175
53,-5.587935447692871e-07,0.0008987488690763712,1.8417398929595947
54,8.381903171539307e-09,0.01706305705010891,2.4276845455169678
55,-1.862645149230957e-09,2.7045228481292725,2.7999634742736816
56,-6.332993507385254e-08,13.315971374511719,2.4372284412384033
57,8.568167686462402e-08,20.460227966308594,1.5720741748809814
58,1.9045546650886536e-07,0.0074096862226724625,3.5975122451782227
59,5.774199962615967e-08,0.22380241751670837,3.4810502529144287
60,-1.0058283805847168e-07,0.0053613390773534775,3.884397506713867
61,0.0036143893375992775,0.17088361084461212,3.660797119140625
62,2.421438694000244e-08,13.626893997192383,1.7855829000473022
63,1.4435499906539917e-07,0.06055242568254471,4.531429767608643
64,-1.4901161193847656e-08,1.6319669485092163,3.7917675971984863
