episode,return,length,rolling_mean_reward,loss
1,7.0,3,7.0,0.0896419882774353
2,10.0,2,8.5,0.08187080919742584
3,6.0,1,7.666666666666667,0.051292259246110916
4,4.0,5,6.75,0.064337819814682
5,0.0,5,5.4,0.04541748762130737
6,9.0,3,6.0,0.12517303228378296
7,4.0,1,5.714285714285714,0.05132380500435829
8,0.0,5,5.0,0.04441097751259804
9,0.0,3,4.444444444444445,0.04178653657436371
10,0.0,5,4.0,0.04650786146521568
11,6.0,4,4.181818181818182,0.05401764437556267
12,5.0,2,4.25,0.03499320149421692
13,0.0,5,3.923076923076923,0.046769533306360245
14,0.0,3,3.642857142857143,0.04179711639881134
15,0.0,5,3.4,0.04032305255532265
16,0.0,3,3.1875,0.04300221800804138
17,4.0,4,3.235294117647059,0.14048926532268524
18,7.0,2,3.4444444444444446,0.08685460686683655
19,7.0,1,3.6315789473684212,0.0391034372150898
20,10.0,1,3.95,0.042135611176490784
21,8.0,3,4.142857142857143,0.0434119738638401
22,0.0,4,3.9545454545454546,0.04351460188627243
23,0.0,3,3.782608695652174,0.04710277542471886
24,0.0,3,3.625,0.04901879280805588
25,4.0,2,3.64,0.06184348836541176
26,0.0,3,3.5,0.03877802938222885
27,0.0,5,3.3703703703703702,0.043195076286792755
28,0.0,4,3.25,0.03915225714445114
29,7.0,5,3.3793103448275863,0.12552770972251892
30,0.0,2,3.2666666666666666,0.04372483491897583
31,4.0,2,3.2903225806451615,0.06488682329654694
32,0.0,2,3.1875,0.041775453835725784
33,0.0,5,3.090909090909091,0.04330907389521599
34,0.0,2,3.0,0.047586649656295776
35,0.0,3,2.914285714285714,0.048349156975746155
36,0.0,3,2.8333333333333335,0.04175007715821266
37,0.0,5,2.7567567567567566,0.048535048961639404
38,6.0,3,2.8421052631578947,0.0380033440887928
39,8.0,2,2.9743589743589745,0.01133662462234497
40,6.0,1,3.05,0.03421131893992424
41,0.0,4,2.975609756097561,0.04759490489959717
42,6.0,2,3.0476190476190474,0.026635099202394485
43,6.0,2,3.116279069767442,0.05253396928310394
44,10.0,2,3.272727272727273,-0.05140883848071098
45,0.0,3,3.2,0.04041073098778725
46,0.0,4,3.130434782608696,0.0443977490067482
47,0.0,5,3.0638297872340425,0.04308386892080307
48,6.0,3,3.125,0.04923379793763161
49,0.0,4,3.061224489795918,0.04367312416434288
50,5.0,2,3.1,0.03970422223210335
51,0.0,4,2.96,0.04282895848155022
52,0.0,3,2.76,0.041086409240961075
53,4.0,1,2.72,0.03465496003627777
54,0.0,3,2.64,0.04467844218015671
55,0.0,2,2.64,0.038280922919511795
56,0.0,3,2.46,0.04228384792804718
57,0.0,2,2.38,0.043607234954833984
58,0.0,5,2.38,0.046913694590330124
59,0.0,2,2.38,0.037673838436603546
60,6.0,3,2.5,0.0813189297914505
61,0.0,2,2.38,0.042362213134765625
62,5.0,4,2.38,0.05375819653272629
63,8.0,3,2.54,0.0689595565199852
64,0.0,4,2.54,0.038690317422151566
65,10.0,2,2.74,-0.0027669742703437805
66,0.0,2,2.74,0.040180500596761703
67,5.0,3,2.76,0.006389550864696503
68,0.0,2,2.62,0.03686820715665817
69,0.0,2,2.48,0.04318301007151604
70,7.0,5,2.42,0.053756579756736755
71,10.0,1,2.46,0.040429387241601944
72,8.0,2,2.62,0.035104621201753616
73,10.0,3,2.82,0.0002528168261051178
74,8.0,2,2.98,0.012157812714576721
75,7.0,1,3.04,0.033833470195531845
76,6.0,2,3.16,-0.02667347341775894
77,0.0,3,3.16,0.050016265362501144
78,8.0,3,3.32,0.1644163578748703
79,0.0,4,3.18,0.04630834609270096
80,4.0,3,3.26,0.05434186011552811
81,4.0,5,3.26,0.07367107272148132
82,6.0,2,3.38,0.01395561546087265
83,0.0,5,3.38,0.047552935779094696
84,0.0,5,3.38,0.04488562420010567
85,6.0,1,3.5,0.031331729143857956
86,0.0,5,3.5,0.045666296035051346
87,8.0,2,3.66,0.016669945791363716
88,0.0,5,3.54,0.04818589612841606
89,7.0,1,3.52,0.046825338155031204
90,6.0,3,3.52,0.08938434720039368
91,5.0,2,3.62,0.01397162675857544
92,10.0,3,3.7,0.1458704173564911
93,0.0,2,3.58,0.04568028450012207
94,8.0,5,3.54,0.27624449133872986
95,4.0,2,3.62,-0.00717410072684288
96,8.0,2,3.78,0.016514239832758904
97,8.0,2,3.94,0.015636572614312172
98,7.0,1,3.96,0.0321245975792408
99,8.0,5,4.12,0.4783339500427246
100,6.0,4,4.14,0.09855713695287704
101,5.0,1,4.24,0.040574513375759125
102,6.0,1,4.36,0.029154915362596512
103,10.0,3,4.48,0.009526688605546951
104,0.0,5,4.48,0.04345468804240227
105,0.0,3,4.48,0.03622864559292793
106,5.0,2,4.58,0.045819398015737534
107,7.0,2,4.72,0.06022285670042038
108,4.0,1,4.8,0.03268284723162651
109,4.0,1,4.88,0.03356705978512764
110,0.0,2,4.76,0.058294422924518585
111,8.0,1,4.92,0.03991236165165901
112,4.0,2,4.9,0.007829524576663971
113,9.0,3,4.92,0.022291526198387146
114,8.0,1,5.08,0.03129351884126663
