update,policy_loss,value_loss,entropy
0,5.587935447692871e-09,6.569046974182129,2.6457269191741943
1,3.166496753692627e-08,6.7194976806640625,2.711564540863037
2,3.166496753692627e-08,3.0073513984680176,2.8400068283081055
3,7.450580596923828e-09,7.088203430175781,2.551205635070801
4,3.073364496231079e-08,7.3718180656433105,2.719729423522949
5,5.21540641784668e-08,4.3239264488220215,2.8459279537200928
6,1.3969838619232178e-08,5.831306457519531,2.6829614639282227
7,-3.5390257835388184e-08,3.257887840270996,2.7679431438446045
8,1.5832483768463135e-08,5.7130608558654785,2.728616237640381
9,6.146728992462158e-08,8.189863204956055,2.998991012573242
10,5.029141902923584e-08,12.9248685836792,2.588775157928467
11,8.923746645450592e-05,10.437232971191406,2.6730575561523438
12,-0.0,7.132963180541992,2.7157247066497803
13,-3.3527612686157227e-08,9.157105445861816,2.635401725769043
14,-4.284083843231201e-08,8.267108917236328,2.8427395820617676
15,-2.3283064365386963e-08,8.28880786895752,2.7823543548583984
16,1.30385160446167e-08,7.575562953948975,2.556554079055786
17,-2.9802322387695312e-08,16.978816986083984,2.5563457012176514
18,2.0489096641540527e-08,8.035396575927734,2.555962324142456
19,1.7695128917694092e-08,12.257523536682129,2.596104145050049
20,7.450580596923828e-09,12.990440368652344,2.2680647373199463
21,6.891787052154541e-08,14.493175506591797,2.573899507522583
22,1.0244548320770264e-08,12.273392677307129,2.633514404296875
23,7.450580596923828e-09,10.597562789916992,2.508622407913208
24,1.0058283805847168e-07,17.8437442779541,2.362616777420044
25,-8.009374141693115e-08,16.501914978027344,2.318382740020752
26,-3.3527612686157227e-08,13.442096710205078,2.619554281234741
27,2.60770320892334e-08,10.82115650177002,2.4108822345733643
28,-1.6763806343078613e-08,11.364906311035156,2.526865005493164
29,-1.30385160446167e-08,16.366064071655273,2.4389894008636475
30,1.862645149230957e-09,18.619047164916992,2.492433547973633
31,4.470348358154297e-08,13.371228218078613,2.2422380447387695
32,-1.862645149230957e-08,14.801488876342773,2.3142685890197754
33,-3.3527612686157227e-08,14.416220664978027,2.325204610824585
34,2.7939677238464355e-09,21.20134925842285,2.275034189224243
35,-3.166496753692627e-08,10.08838176727295,2.3443171977996826
36,-0.0,22.81562042236328,2.3930160999298096
37,-7.450580596923828e-09,20.956207275390625,2.1623589992523193
38,-4.470348358154297e-08,10.973755836486816,2.2888073921203613
39,6.51925802230835e-09,17.02385711669922,2.1767959594726562
40,1.1175870895385742e-08,17.182233810424805,2.1632132530212402
41,6.51925802230835e-08,10.678837776184082,2.031294584274292
42,-2.0489096641540527e-08,21.870702743530273,2.0757107734680176
43,-1.30385160446167e-08,22.232690811157227,2.0211567878723145
44,-3.725290298461914e-09,18.299068450927734,1.9468269348144531
45,-6.51925802230835e-08,17.911937713623047,1.8719673156738281
46,-8.009374141693115e-08,20.054330825805664,1.8161782026290894
47,-2.2351741790771484e-08,20.118972778320312,1.8376166820526123
48,2.7008354663848877e-08,16.288230895996094,1.7807433605194092
49,-2.7939677238464355e-08,16.772136688232422,1.7428027391433716
50,-3.725290298461914e-09,22.858034133911133,1.8393696546554565
51,7.450580596923828e-09,17.256345748901367,1.7047083377838135
52,2.2351741790771484e-08,19.306800842285156,1.7044506072998047
53,-3.725290298461914e-08,26.1069278717041,1.627472162246704
54,-3.3527612686157227e-08,18.372711181640625,1.5501084327697754
55,-1.4901161193847656e-08,27.887102127075195,1.5870589017868042
56,-1.862645149230957e-08,24.685495376586914,1.6236318349838257
57,-6.51925802230835e-09,21.993911743164062,1.4118517637252808
58,4.470348358154297e-08,14.380448341369629,1.5427228212356567
59,3.5390257835388184e-08,18.995737075805664,1.3877103328704834
60,5.587935447692871e-09,14.124882698059082,1.3846770524978638
