avg_return,std_return,median_return,agree_rate,end_rate,avg_turns_used,episodes_trained,seed,algo,hint_mode,k,hint_provider,expert_ckpt,failure_ratio
3.4078450000000005,6.292732689855418,0.0,0.0,0.17,1.0,2000,999,ppo,random,1,random,,0.0
