episode,return,length,rolling_mean_reward,loss
1,0.0,2,0.0,0.042727939784526825
2,4.0,1,2.0,0.041170377284288406
3,5.0,1,3.0,0.03311161324381828
4,7.0,3,4.0,0.014247454702854156
5,10.0,1,5.2,0.038395754992961884
6,6.0,3,5.333333333333333,0.05824992433190346
7,0.0,3,4.571428571428571,0.0491933636367321
8,0.0,5,4.0,0.04157830774784088
9,0.0,5,3.5555555555555554,0.03963370621204376
10,0.0,2,3.2,0.053147535771131516
11,0.0,4,2.909090909090909,0.036140359938144684
12,0.0,5,2.6666666666666665,0.04545091465115547
13,0.0,5,2.4615384615384617,0.04901333525776863
14,10.0,1,3.0,0.033982813358306885
15,0.0,4,2.8,0.042261213064193726
16,6.0,4,3.0,0.07451571524143219
17,8.0,4,3.2941176470588234,-0.03249666467308998
18,0.0,4,3.111111111111111,0.04756739363074303
19,8.0,3,3.3684210526315788,0.1464405208826065
20,0.0,3,3.2,0.04169733077287674
21,0.0,5,3.0476190476190474,0.039679139852523804
22,10.0,5,3.3636363636363638,0.019887305796146393
23,10.0,2,3.652173913043478,-0.024115681648254395
24,0.0,3,3.5,0.04447551444172859
25,0.0,2,3.36,0.03855140507221222
26,4.0,3,3.3846153846153846,-0.010050773620605469
27,0.0,3,3.259259259259259,0.035982340574264526
28,9.0,2,3.4642857142857144,0.00851704552769661
29,0.0,3,3.3448275862068964,0.04394058510661125
30,0.0,5,3.2333333333333334,0.0487329363822937
31,5.0,1,3.2903225806451615,0.04027855768799782
32,5.0,3,3.34375,-0.02666986733675003
33,0.0,4,3.242424242424242,0.045043181627988815
34,0.0,2,3.1470588235294117,0.04031400755047798
35,6.0,2,3.2285714285714286,0.0859769880771637
36,0.0,4,3.138888888888889,0.03737407177686691
37,5.0,1,3.189189189189189,0.026042966172099113
38,6.0,2,3.263157894736842,0.021780891343951225
39,0.0,5,3.1794871794871793,0.04732354357838631
40,0.0,2,3.1,0.035807546228170395
41,8.0,3,3.2195121951219514,-0.06349445879459381
42,5.0,1,3.261904761904762,0.023490633815526962
43,8.0,1,3.372093023255814,0.027601901441812515
44,6.0,1,3.4318181818181817,0.026435846462845802
45,0.0,4,3.3555555555555556,0.04641931504011154
46,8.0,3,3.4565217391304346,-0.05421040207147598
47,0.0,2,3.382978723404255,0.02747511863708496
48,0.0,5,3.3125,0.04306695982813835
49,10.0,1,3.4489795918367347,0.03019613027572632
50,0.0,4,3.38,0.030664250254631042
51,0.0,2,3.3137254901960786,0.04942500591278076
52,8.0,4,3.4038461538461537,-0.22281090915203094
53,7.0,4,3.4716981132075473,-0.0439428947865963
54,0.0,5,3.4074074074074074,0.043521948158741
55,6.0,4,3.4545454545454546,-0.17535389959812164
56,0.0,2,3.392857142857143,0.04885237663984299
57,7.0,2,3.456140350877193,0.04541030526161194
58,10.0,2,3.5689655172413794,-0.1465226709842682
59,4.0,1,3.5762711864406778,0.042229752987623215
60,10.0,1,3.683333333333333,0.0240196380764246
61,4.0,3,3.6885245901639343,0.05106952041387558
62,0.0,5,3.629032258064516,0.0434701032936573
63,0.0,3,3.5714285714285716,0.0479784719645977
64,8.0,1,3.640625,0.014405778609216213
65,0.0,5,3.5846153846153848,0.05156537517905235
66,5.0,2,3.606060606060606,0.0199569184333086
67,8.0,1,3.671641791044776,0.029407283291220665
68,5.0,1,3.6911764705882355,0.026580139994621277
69,10.0,4,3.782608695652174,-0.28748828172683716
70,7.0,3,3.8285714285714287,-0.005024481564760208
71,6.0,2,3.859154929577465,0.07231917977333069
72,10.0,1,3.9444444444444446,0.023740021511912346
73,8.0,2,4.0,-0.05349384620785713
74,5.0,2,4.013513513513513,-0.02163638547062874
75,8.0,3,4.066666666666666,0.07978437095880508
76,0.0,5,4.0131578947368425,0.03469778597354889
77,4.0,1,4.012987012987013,0.026911476626992226
78,0.0,2,3.9615384615384617,0.05374518409371376
79,6.0,3,3.9873417721518987,-0.11253327131271362
80,5.0,2,4.0,0.10865229368209839
81,6.0,3,4.0246913580246915,-0.029570825397968292
82,5.0,2,4.036585365853658,0.03454732149839401
83,4.0,2,4.036144578313253,0.043102849274873734
84,7.0,2,4.071428571428571,-0.09447804093360901
85,0.0,4,4.023529411764706,0.03491551801562309
86,10.0,1,4.093023255813954,0.0237806998193264
87,0.0,3,4.045977011494253,0.052846331149339676
88,10.0,2,4.113636363636363,-0.005139194428920746
89,8.0,3,4.157303370786517,-0.10255320370197296
90,5.0,3,4.166666666666667,-0.03752787783741951
91,4.0,1,4.164835164835165,0.015175612643361092
92,6.0,1,4.184782608695652,0.011373000219464302
93,8.0,1,4.225806451612903,0.024606652557849884
94,4.0,4,4.223404255319149,0.0826941430568695
95,6.0,1,4.242105263157895,0.011906683444976807
96,7.0,1,4.270833333333333,0.01434403844177723
97,9.0,3,4.319587628865979,0.09564550220966339
98,7.0,1,4.346938775510204,0.0240771546959877
99,10.0,4,4.404040404040404,-0.3225885033607483
100,10.0,2,4.46,-0.0681547299027443
101,4.0,1,4.5,0.02543170191347599
102,4.0,1,4.5,0.040906112641096115
103,0.0,3,4.45,0.03935585916042328
104,5.0,2,4.43,-0.04920048266649246
105,10.0,1,4.43,0.03442537412047386
106,7.0,2,4.44,0.050913214683532715
107,6.0,1,4.5,0.012775286100804806
108,8.0,2,4.58,-0.14996890723705292
109,10.0,1,4.68,0.007146863732486963
110,0.0,5,4.68,0.043274495750665665
111,6.0,1,4.74,0.022430522367358208
112,8.0,1,4.82,0.048066992312669754
113,5.0,1,4.87,0.033172279596328735
114,0.0,5,4.77,0.033150047063827515
115,4.0,1,4.81,0.03390086814761162
116,0.0,5,4.75,0.03392263874411583
117,7.0,2,4.74,-0.0641641616821289
118,4.0,1,4.78,0.012779892422258854
119,0.0,2,4.7,0.028770826756954193
120,8.0,2,4.78,-0.07146452367305756
121,9.0,1,4.87,0.020470133051276207
122,4.0,4,4.81,0.168228417634964
123,0.0,5,4.71,0.04490663856267929
124,8.0,2,4.79,0.05107903108000755
125,4.0,1,4.83,0.022390970960259438
126,5.0,1,4.84,0.03148164600133896
127,6.0,2,4.9,-0.008441276848316193
128,5.0,1,4.86,0.01779782772064209
129,10.0,1,4.96,0.009410087019205093
130,7.0,2,5.03,-0.015773562714457512
131,5.0,4,5.03,0.15911340713500977
132,6.0,1,5.04,0.010219041258096695
133,8.0,1,5.12,0.008348466828465462
134,8.0,1,5.2,0.008221395313739777
135,4.0,2,5.18,0.007198739796876907
136,5.0,1,5.23,0.055127110332250595
137,6.0,1,5.24,0.04207795485854149
138,6.0,1,5.24,0.02760361135005951
139,6.0,1,5.3,0.03895154222846031
140,5.0,2,5.35,0.005176469683647156
141,8.0,1,5.35,0.011781048960983753
142,6.0,2,5.36,-0.00038934312760829926
143,8.0,5,5.36,-0.18128995597362518
144,4.0,1,5.34,0.024114448577165604
145,6.0,2,5.4,-0.044468529522418976
146,10.0,2,5.42,0.10288864374160767
147,0.0,2,5.42,0.026471242308616638
148,8.0,2,5.5,0.00810450129210949
149,4.0,1,5.44,0.03477529436349869
150,4.0,3,5.48,-0.043914373964071274
151,4.0,2,5.52,0.017540622502565384
152,10.0,1,5.54,0.03801453858613968
153,4.0,4,5.51,-0.07521311938762665
154,6.0,1,5.57,0.010844125412404537
155,4.0,3,5.55,-0.049705881625413895
156,7.0,2,5.62,0.04029896482825279
157,6.0,2,5.61,0.01751403696835041
158,4.0,2,5.55,0.02230142056941986
159,5.0,3,5.56,0.01411239430308342
160,8.0,2,5.54,-0.03837776929140091
161,9.0,2,5.59,0.01939866505563259
162,4.0,1,5.63,0.04670396074652672
163,0.0,5,5.63,0.03127902373671532
164,7.0,1,5.62,0.019706955179572105
165,10.0,2,5.72,-0.010637687519192696
166,0.0,3,5.67,0.025299042463302612
167,4.0,1,5.63,0.03632408007979393
168,8.0,1,5.66,0.00868002325296402
169,10.0,1,5.66,0.00720504205673933
170,10.0,2,5.69,0.10728052258491516
171,5.0,1,5.68,0.023212794214487076
172,8.0,1,5.66,0.017750335857272148
173,7.0,2,5.65,-0.06911662966012955
174,5.0,1,5.65,0.04742136970162392
175,6.0,1,5.63,0.03335714712738991
176,7.0,1,5.7,0.019361233338713646
177,9.0,2,5.75,-0.195723295211792
178,4.0,3,5.79,0.0761663168668747
179,4.0,4,5.77,0.09810809791088104
180,6.0,1,5.78,0.013668633066117764
181,6.0,1,5.78,0.012418163940310478
182,5.0,2,5.78,0.09414809942245483
183,4.0,1,5.78,0.018589423969388008
184,8.0,2,5.79,-0.06173240393400192
185,7.0,3,5.86,-0.09173792600631714
186,5.0,2,5.81,0.005087831988930702
187,0.0,5,5.81,0.0344446562230587
188,10.0,5,5.81,-0.002975447103381157
189,7.0,1,5.8,0.01041417196393013
190,0.0,5,5.75,0.037149541079998016
191,5.0,1,5.76,0.035538773983716965
192,6.0,1,5.76,0.014938490465283394
193,4.0,1,5.72,0.022091597318649292
194,10.0,1,5.78,0.0050990465097129345
195,6.0,2,5.78,-0.0015011029317975044
196,8.0,3,5.79,0.1315990537405014
197,4.0,2,5.74,-0.03621302545070648
198,5.0,2,5.72,0.03901221603155136
199,7.0,1,5.69,0.041228875517845154
200,4.0,2,5.63,0.005353986285626888
201,4.0,1,5.63,0.011793626472353935
202,4.0,2,5.63,0.00915350578725338
203,5.0,1,5.68,0.01070768479257822
204,10.0,3,5.73,0.03378632664680481
205,8.0,1,5.71,0.006658497732132673
206,8.0,1,5.72,0.025581935420632362
207,5.0,3,5.71,-0.13834044337272644
208,5.0,2,5.68,-0.13856624066829681
209,0.0,5,5.58,0.026426592841744423
210,0.0,3,5.58,0.02476326934993267
211,5.0,1,5.57,0.032956067472696304
212,7.0,1,5.56,0.007237848360091448
213,7.0,1,5.58,0.01570868119597435
214,6.0,1,5.64,0.022002598270773888
215,7.0,1,5.67,0.005815617740154266
216,4.0,1,5.71,0.007494011893868446
217,0.0,5,5.64,0.03526030853390694
218,5.0,2,5.65,0.10428429394960403
