update,policy_loss,value_loss,entropy,steps
0,0.014093011617660522,nan,0.0,1
1,0.011450950056314468,nan,0.0,2
2,0.013283233158290386,nan,0.0,3
3,0.010492435656487942,nan,0.0,4
4,0.010917101055383682,nan,0.0,5
5,0.00925254076719284,nan,0.0,6
6,0.01313003059476614,nan,0.0,8
7,0.02482641115784645,nan,0.0,10
8,0.009831786155700684,nan,0.0,11
9,0.026915065944194794,nan,0.0,14
10,0.008074134588241577,nan,0.0,15
11,0.010388235561549664,nan,0.0,16
12,0.011472738347947598,nan,0.0,17
13,0.00953446701169014,nan,0.0,18
14,0.00857639405876398,nan,0.0,19
15,0.020538760349154472,nan,0.0,20
16,0.0062822806648910046,nan,0.0,21
17,0.0087464964017272,nan,0.0,22
18,0.02251604199409485,nan,0.0,27
19,0.008757143281400204,nan,0.0,28
20,0.005524714011698961,nan,0.0,29
21,0.042585089802742004,nan,0.0,32
22,0.0510876402258873,nan,0.0,37
23,0.017113808542490005,nan,0.0,39
24,0.007960950024425983,nan,0.0,40
25,0.02874421328306198,nan,0.0,43
26,0.027446364983916283,nan,0.0,45
27,0.007338502444326878,nan,0.0,46
28,0.017797306180000305,nan,0.0,49
29,0.04032526910305023,nan,0.0,53
30,0.007767131086438894,nan,0.0,54
31,0.010228478349745274,nan,0.0,55
32,0.026438212022185326,nan,0.0,59
33,0.005829859059303999,nan,0.0,60
34,0.005905269179493189,nan,0.0,61
35,0.007674779277294874,nan,0.0,62
36,0.02706560492515564,nan,0.0,64
37,0.00725623220205307,nan,0.0,65
38,0.007388200145214796,nan,0.0,66
39,0.01829814352095127,nan,0.0,68
40,0.019345557317137718,nan,0.0,69
41,0.025482119992375374,nan,0.0,72
42,0.0053092846646904945,nan,0.0,73
43,0.025472640991210938,nan,0.0,75
44,0.009038256481289864,nan,0.0,76
45,0.014059445820748806,nan,0.0,78
46,0.02952488511800766,nan,0.0,80
47,0.004678168334066868,nan,0.0,81
48,0.028432397171854973,nan,0.0,83
49,0.033076222985982895,nan,0.0,88
50,0.013936754316091537,nan,0.0,90
51,0.04008105769753456,nan,0.0,92
52,0.006391626317054033,nan,0.0,93
53,0.02443561516702175,nan,0.0,96
54,0.0044494676403701305,nan,0.0,97
