update,policy_loss,value_loss,entropy
0,0.051079414784908295,10.868597984313965,2.2026519775390625
1,0.03874606639146805,4.927882671356201,2.2632412910461426
2,0.0457584373652935,9.014321327209473,2.3417305946350098
3,0.04865140840411186,17.175085067749023,2.1826329231262207
4,0.039264388382434845,8.711872100830078,2.3518619537353516
5,0.04448213428258896,10.643054962158203,2.192288875579834
6,0.046631067991256714,14.77147388458252,2.2697348594665527
7,0.035490091890096664,6.686114311218262,2.310382604598999
8,0.04587116092443466,14.3766450881958,2.2594783306121826
9,0.04169293865561485,11.903873443603516,2.1900076866149902
10,0.04209035634994507,10.941246032714844,2.3026034832000732
11,0.031564515084028244,6.306704521179199,2.305346727371216
12,0.030683524906635284,5.770264625549316,2.070622205734253
13,0.03869706392288208,14.044620513916016,2.2001633644104004
14,0.03346922993659973,9.107748031616211,2.2745015621185303
15,0.03444816544651985,11.857468605041504,2.202519655227661
16,0.03153473138809204,10.85100269317627,2.221144914627075
17,0.036020427942276,15.521133422851562,2.129913330078125
18,0.031607769429683685,9.223958015441895,2.165633201599121
19,0.028041528537869453,13.101651191711426,2.109877824783325
20,0.028468172997236252,14.61750316619873,2.0535969734191895
21,0.02818656899034977,22.560243606567383,2.069488048553467
22,0.02605488896369934,17.035266876220703,1.9573795795440674
23,0.02482270449399948,18.63318634033203,2.0810294151306152
24,0.02194351702928543,19.4404296875,2.058474540710449
25,0.019687389954924583,14.912015914916992,2.1442246437072754
26,0.016647929325699806,8.874897003173828,2.1201844215393066
27,0.01630200818181038,22.58034896850586,2.059081554412842
28,0.015375271439552307,17.4647216796875,1.9792022705078125
29,0.013637562282383442,16.66341209411621,1.9713718891143799
30,0.010704060085117817,11.797101974487305,1.944618582725525
31,0.009835055097937584,23.62427520751953,1.8808125257492065
32,0.006917495280504227,13.209554672241211,1.9975589513778687
33,0.005892142653465271,27.686738967895508,1.8777865171432495
34,0.0036842264235019684,21.104724884033203,1.884125828742981
35,0.0014251545071601868,10.96612548828125,1.835304617881775
36,-3.91155481338501e-08,27.77400016784668,1.731374740600586
37,-1.862645149230957e-09,14.017107963562012,1.8625057935714722
38,-1.862645149230957e-09,28.42932891845703,1.6303536891937256
39,-6.984919309616089e-08,21.2131404876709,1.723554015159607
40,1.5832483768463135e-08,15.898523330688477,1.688718318939209
41,1.955777406692505e-08,20.93914222717285,1.7076106071472168
42,3.259629011154175e-09,22.193002700805664,1.5463544130325317
43,7.450580596923828e-08,12.47630500793457,1.6357014179229736
44,2.2351741790771484e-08,19.4449462890625,1.670337200164795
45,-1.210719347000122e-08,14.223554611206055,1.703831672668457
46,-1.0244548320770264e-08,20.896650314331055,1.4173872470855713
47,-2.2351741790771484e-08,23.063751220703125,1.5031377077102661
48,1.3969838619232178e-08,24.983449935913086,1.499718427658081
49,-0.0,18.736698150634766,1.513122797012329
50,4.7497451305389404e-08,20.21622085571289,1.369615912437439
51,1.1175870895385742e-08,20.84478759765625,1.2615786790847778
52,-1.4901161193847656e-08,25.74987030029297,1.3097808361053467
53,-1.30385160446167e-08,11.925734519958496,1.2541123628616333
54,5.587935447692871e-08,28.8314208984375,1.1128877401351929
55,-1.862645149230957e-08,16.702993392944336,1.2635693550109863
