step,policy_loss,value_loss,entropy
0,0.056084465235471725,11.581314086914062,2.1865599155426025
1,0.0767054632306099,0.042861294001340866,2.0973105430603027
2,0.023969359695911407,7.695402145385742,2.7324891090393066
3,0.04918070137500763,0.36960941553115845,2.7218575477600098
4,0.02154729515314102,11.02124309539795,2.1370301246643066
5,0.036638043820858,7.721161365509033,2.699389696121216
6,0.042726121842861176,0.40671101212501526,2.551591157913208
7,-2.9802322387695312e-08,12.191336631774902,2.8072705268859863
8,0.01313813030719757,12.639389038085938,1.7298917770385742
9,0.041936155408620834,0.03952913358807564,2.3051180839538574
10,0.0112872663885355,10.415324211120605,2.320240020751953
11,0.013961462303996086,0.29570066928863525,2.984919786453247
12,-7.450580596923828e-09,12.058958053588867,1.9662870168685913
13,-5.960464477539063e-08,13.109646797180176,2.544469118118286
14,0.047367289662361145,0.1867326945066452,1.8226078748703003
15,2.9802322387695312e-08,14.508512496948242,2.3067352771759033
16,0.036539919674396515,0.14943143725395203,2.9080307483673096
17,0.002774599939584732,0.03525203466415405,1.7845592498779297
18,0.04110433906316757,0.03157610073685646,1.8913724422454834
19,1.862645149230957e-08,14.579238891601562,2.2489609718322754
20,0.02246977761387825,9.038797378540039,2.534351110458374
21,-1.862645149230957e-08,5.698902130126953,2.607100009918213
22,0.01316799595952034,0.02333024889230728,1.7421252727508545
23,0.010913975536823273,0.04783956706523895,1.3319764137268066
24,0.01576348952949047,13.530570983886719,2.748274803161621
25,0.004115443676710129,19.807424545288086,2.287628412246704
26,-1.4901161193847656e-08,15.908782958984375,1.7553973197937012
27,0.005933109670877457,0.2733122408390045,1.7602840662002563
28,-7.450580596923828e-09,10.423053741455078,2.0170674324035645
29,0.023021850734949112,0.2566809356212616,2.777940273284912
30,1.1175870895385742e-08,19.91600799560547,2.303273916244507
31,0.0015286151319742203,13.06492805480957,2.809859275817871
32,-1.4901161193847656e-08,10.394295692443848,2.2978670597076416
33,-4.284083843231201e-08,13.365971565246582,2.0430681705474854
34,0.007287479937076569,0.1058233231306076,2.7365329265594482
35,4.023313522338867e-07,0.07403730601072311,2.4052536487579346
36,3.073364496231079e-08,0.40769675374031067,2.0588765144348145
37,0.008076407015323639,15.118847846984863,1.9373359680175781
38,0.025399059057235718,0.18033753335475922,2.381810188293457
39,-5.168840289115906e-08,15.65899658203125,2.3427059650421143
40,4.842877388000488e-08,23.328943252563477,2.4836716651916504
41,0.013572998344898224,9.180038452148438,2.2289767265319824
42,1.0989606380462646e-07,0.01689128205180168,1.9449840784072876
43,0.0037865787744522095,0.2066194713115692,1.9688704013824463
44,0.009610126726329327,17.455398559570312,2.4980595111846924
45,1.2852251529693604e-07,0.1529526263475418,1.6728564500808716
46,7.450580596923828e-09,14.828310012817383,2.3275675773620605
47,2.0489096641540527e-08,11.369518280029297,1.957930326461792
48,-2.2351741790771484e-08,21.474763870239258,1.7269220352172852
49,0.007756789214909077,10.390265464782715,1.7562133073806763
50,0.007808252237737179,14.709973335266113,2.1322312355041504
51,-4.470348358154297e-08,0.5370995402336121,2.6199235916137695
52,0.0019667139276862144,19.409957885742188,1.6966545581817627
53,0.02265230193734169,0.059167541563510895,1.5413930416107178
54,2.60770320892334e-08,29.099340438842773,1.4380414485931396
55,0.02218984067440033,11.485856056213379,1.7607791423797607
56,5.960464477539063e-08,25.00767707824707,2.168243885040283
57,7.450580596923828e-09,0.7199699878692627,1.665703296661377
58,0.012171559035778046,0.051268428564071655,1.526177167892456
59,0.004079010337591171,0.17251704633235931,2.4485974311828613
60,0.026800764724612236,0.17339111864566803,2.302248477935791
