episode,return,length,rolling_mean_reward,loss
114,6.0,3,5.16,0.09374403953552246
115,5.0,1,5.08,0.028546171262860298
116,8.0,1,5.14,0.02530413120985031
117,10.0,1,5.26,0.02073400653898716
118,0.0,3,5.16,0.05817941203713417
119,6.0,2,5.28,-0.09962025284767151
120,4.0,1,5.18,0.024858204647898674
121,10.0,1,5.38,0.025765439495444298
122,5.0,1,5.36,0.024353912100195885
123,0.0,3,5.16,0.052195802330970764
124,10.0,1,5.24,0.008708233945071697
125,5.0,2,5.2,0.028976161032915115
126,4.0,2,5.2,-0.006026407703757286
127,10.0,3,5.26,-0.16144627332687378
128,6.0,1,5.26,0.026660315692424774
129,0.0,2,5.14,0.03187958523631096
130,5.0,2,5.12,0.017769601196050644
131,8.0,1,5.28,0.03141222521662712
132,6.0,1,5.4,0.031472280621528625
133,7.0,2,5.44,0.006673429161310196
134,10.0,3,5.52,-0.0022904984652996063
135,7.0,3,5.46,0.08404416590929031
136,5.0,1,5.56,0.036740321666002274
137,6.0,2,5.68,-0.010075457394123077
138,0.0,5,5.56,0.043699946254491806
139,10.0,1,5.62,0.04147947579622269
140,6.0,2,5.74,0.055283352732658386
141,6.0,1,5.86,0.02723705768585205
142,4.0,1,5.86,0.027201272547245026
143,7.0,1,5.84,0.03165905922651291
144,8.0,1,5.8,0.033563025295734406
145,0.0,5,5.72,0.047716062515974045
146,8.0,2,5.72,-0.030248332768678665
147,6.0,1,5.72,0.022580768913030624
148,4.0,1,5.66,0.03503001108765602
149,0.0,2,5.48,0.04998430237174034
150,5.0,1,5.42,0.0202560443431139
151,4.0,1,5.4,0.028429144993424416
152,6.0,2,5.52,-0.002876823768019676
153,6.0,3,5.46,0.00011373311281204224
154,6.0,2,5.46,0.021809883415699005
155,4.0,3,5.44,0.05209113657474518
156,8.0,3,5.6,-0.08498154580593109
157,7.0,1,5.58,0.012016459368169308
158,8.0,2,5.62,0.004518049769103527
159,10.0,1,5.82,0.0310832466930151
160,0.0,2,5.66,0.03396124392747879
161,0.0,2,5.58,0.03400620445609093
162,10.0,2,5.6,0.09300829470157623
163,4.0,1,5.6,0.024460291489958763
164,6.0,1,5.6,0.01781286671757698
165,0.0,2,5.5,0.031065577641129494
166,5.0,2,5.44,-0.0025276541709899902
167,8.0,2,5.4,0.05037699639797211
168,7.0,1,5.54,0.0160813145339489
169,6.0,1,5.54,0.03742608055472374
170,0.0,2,5.46,0.0228673554956913
171,5.0,3,5.36,0.03767388314008713
172,5.0,2,5.36,0.02712581306695938
173,8.0,1,5.52,0.031892117112874985
174,0.0,2,5.32,0.0413205549120903
175,4.0,1,5.3,0.027517542243003845
176,4.0,2,5.3,0.022032354027032852
177,0.0,3,5.1,0.049868449568748474
178,8.0,2,5.14,-0.06116242706775665
179,5.0,1,5.24,0.026597188785672188
180,8.0,2,5.3,-0.0341217964887619
181,5.0,2,5.24,-0.029123269021511078
182,5.0,2,5.22,-0.01536145806312561
183,4.0,3,5.16,0.05875018611550331
184,7.0,1,5.1,0.04066256806254387
185,5.0,2,5.06,0.025073600932955742
186,6.0,4,5.08,0.21128320693969727
187,5.0,1,5.06,0.029688511043787003
188,10.0,2,5.26,-0.07101359963417053
189,7.0,5,5.2,-0.08396594226360321
190,7.0,2,5.22,-0.09239163994789124
191,4.0,3,5.18,0.10429570078849792
192,0.0,3,5.1,0.04002412408590317
193,5.0,2,5.06,-0.00850348174571991
194,0.0,2,4.9,0.04470663145184517
195,6.0,2,5.02,0.06340532004833221
196,6.0,2,4.98,-0.0155962985008955
197,7.0,1,5.0,0.04512086883187294
198,4.0,5,5.0,0.022739779204130173
199,5.0,2,5.1,0.00629369355738163
200,6.0,1,5.12,0.03681458532810211
201,6.0,1,5.16,0.011997390538454056
202,5.0,1,5.14,0.060328409075737
203,10.0,1,5.22,0.029291566461324692
204,6.0,1,5.22,0.03102307766675949
205,0.0,2,5.14,0.03993314504623413
206,10.0,2,5.18,-0.018367217853665352
207,6.0,1,5.16,0.03338480368256569
208,6.0,2,5.12,0.11301842331886292
209,4.0,1,5.0,0.03961964696645737
210,8.0,1,5.16,0.039533618837594986
211,5.0,2,5.26,0.014903398230671883
212,6.0,1,5.18,0.04632117599248886
213,7.0,1,5.24,0.025540582835674286
214,0.0,2,5.12,0.03935616463422775
215,5.0,1,5.22,0.024409756064414978
216,6.0,2,5.24,-0.03188776597380638
217,6.0,1,5.2,0.021606864407658577
218,8.0,2,5.22,0.04585690051317215
219,0.0,2,5.1,0.045767106115818024
220,0.0,2,5.1,0.03880862146615982
221,0.0,2,5.0,0.040288399904966354
222,5.0,3,5.0,0.09857544302940369
223,6.0,2,4.96,-0.02189498022198677
224,6.0,1,5.08,0.01755472458899021
225,10.0,1,5.2,0.009753277525305748
226,6.0,1,5.24,0.01827789470553398
227,8.0,1,5.4,0.025181472301483154
228,7.0,4,5.38,-0.16895896196365356
229,5.0,3,5.38,0.010420028120279312
230,7.0,1,5.36,0.0453471876680851
231,4.0,2,5.34,0.045034948736429214
232,7.0,2,5.38,0.05077651888132095
233,6.0,1,5.42,0.043177492916584015
234,5.0,1,5.38,0.03327542170882225
235,4.0,1,5.36,0.03667563199996948
236,4.0,3,5.32,0.01136307418346405
237,4.0,1,5.3,0.03606706112623215
238,8.0,2,5.26,0.055397119373083115
239,7.0,1,5.26,0.02266760542988777
240,8.0,1,5.28,0.024481162428855896
241,5.0,2,5.3,0.02851494401693344
242,10.0,1,5.5,0.016277572140097618
243,4.0,2,5.48,0.01961364969611168
244,7.0,1,5.62,0.026073386892676353
245,7.0,1,5.64,0.028297360986471176
246,7.0,1,5.66,0.0224095918238163
247,6.0,2,5.64,0.007526228204369545
248,6.0,3,5.68,-0.06244141608476639
249,9.0,1,5.76,0.025296088308095932
250,6.0,2,5.76,0.04958221688866615
251,5.0,2,5.74,0.04632846266031265
252,8.0,1,5.8,0.037768684327602386
253,5.0,2,5.7,0.013666395097970963
254,8.0,1,5.74,0.02827497571706772
255,7.0,1,5.88,0.027068713679909706
256,6.0,2,5.8,0.03409971669316292
257,6.0,2,5.8,0.06228220835328102
258,10.0,1,5.88,0.007516259327530861
259,6.0,2,5.92,-0.026397233828902245
260,6.0,1,5.88,0.03129683434963226
261,6.0,1,5.9,0.018539223819971085
262,7.0,1,5.92,0.04367765784263611
263,5.0,1,5.88,0.04163942113518715
264,5.0,1,5.98,0.028578640893101692
265,5.0,1,5.98,0.025260422378778458
266,10.0,1,6.06,0.031518325209617615
267,5.0,1,6.04,0.01513498555868864
268,10.0,2,6.08,-0.08782020956277847
269,6.0,1,6.2,0.03191780671477318
270,10.0,1,6.4,0.023476628586649895
271,6.0,1,6.52,0.02043112926185131
272,8.0,2,6.58,-0.08104873448610306
273,10.0,1,6.66,0.016938375309109688
274,4.0,1,6.62,0.01034235954284668
275,7.0,1,6.56,0.012623882852494717
276,5.0,2,6.54,-0.0019868947565555573
277,6.0,2,6.5,0.033354394137859344
278,6.0,1,6.48,0.03876693546772003
279,4.0,2,6.46,-0.006020687520503998
280,6.0,1,6.44,0.03331741318106651
281,10.0,1,6.56,0.01936872862279415
282,10.0,1,6.62,0.02321227826178074
283,5.0,2,6.6,0.018088866025209427
284,6.0,1,6.62,0.027169857174158096
285,5.0,1,6.64,0.05525427311658859
286,4.0,2,6.64,-0.014563117176294327
287,5.0,1,6.66,0.021204449236392975
288,5.0,1,6.6,0.0159270241856575
289,4.0,1,6.54,0.03500570356845856
290,0.0,2,6.38,0.06142422929406166
291,4.0,1,6.36,0.018664909526705742
292,5.0,1,6.26,0.029151223599910736
293,7.0,2,6.32,0.018539786338806152
294,10.0,1,6.38,0.020685726776719093
295,6.0,2,6.36,0.0093491580337286
296,4.0,1,6.3,0.04771338775753975
297,6.0,2,6.3,-0.0035131946206092834
298,8.0,2,6.34,0.036516204476356506
299,8.0,1,6.32,0.029116444289684296
300,10.0,2,6.4,0.08543796092271805
301,8.0,2,6.46,-0.02803468145430088
302,0.0,4,6.3,0.050096478313207626
303,10.0,1,6.4,0.02837718464434147
304,10.0,4,6.44,-0.06268878281116486
305,6.0,2,6.42,0.001787327229976654
306,8.0,2,6.46,-0.014822293072938919
307,0.0,3,6.34,0.03783217445015907
308,8.0,4,6.3,-0.5064696073532104
309,7.0,1,6.32,0.022236008197069168
310,7.0,2,6.34,0.005250845104455948
311,10.0,2,6.42,-0.19962520897388458
312,10.0,1,6.48,0.024092447012662888
313,4.0,2,6.46,-0.013339407742023468
314,10.0,1,6.56,0.02423880435526371
315,4.0,1,6.54,0.024627216160297394
316,10.0,2,6.54,-0.0007100049406290054
317,9.0,2,6.62,0.01702042482793331
318,6.0,2,6.54,0.09168943762779236
319,4.0,1,6.5,0.030828019604086876
320,5.0,1,6.4,0.027076510712504387
321,5.0,1,6.38,0.020278964191675186
322,6.0,2,6.34,-0.0014427732676267624
323,6.0,3,6.26,-0.0302535742521286
324,6.0,2,6.3,0.07924917340278625
325,8.0,2,6.32,-0.035156745463609695
326,5.0,1,6.32,0.020569030195474625
327,6.0,2,6.32,-0.005253201350569725
328,6.0,1,6.32,0.024657094851136208
329,10.0,1,6.44,0.021244537085294724
330,8.0,2,6.48,0.011703810654580593
331,5.0,1,6.38,0.03339963033795357
332,8.0,1,6.34,0.018956046551465988
333,6.0,1,6.36,0.020419463515281677
334,5.0,1,6.34,0.02337627299129963
335,8.0,1,6.4,0.04021638259291649
336,0.0,2,6.32,0.028043001890182495
337,5.0,2,6.32,0.013172950595617294
338,10.0,1,6.42,0.011560251004993916
339,10.0,3,6.54,-0.0316779762506485
340,0.0,2,6.54,0.06784607470035553
341,8.0,2,6.62,0.0017933100461959839
342,0.0,2,6.52,0.03542572259902954
343,8.0,2,6.54,-0.002129286527633667
344,6.0,1,6.46,0.02631557732820511
345,5.0,4,6.44,0.012383893132209778
346,7.0,2,6.5,-0.11039674282073975
347,10.0,2,6.58,-0.0793362557888031
348,4.0,1,6.5,0.03343537077307701
349,10.0,1,6.54,0.011361350305378437
350,4.0,2,6.42,0.017324227839708328
351,5.0,2,6.36,0.014431212097406387
352,0.0,2,6.36,0.03451976552605629
353,8.0,1,6.32,0.01668555475771427
354,4.0,1,6.2,0.016177579760551453
355,5.0,3,6.18,-0.13556452095508575
356,8.0,1,6.18,0.02174176089465618
357,5.0,1,6.28,0.029296305030584335
358,10.0,2,6.32,0.048160046339035034
359,7.0,3,6.32,-0.02094288170337677
360,6.0,2,6.3,-0.01666843146085739
361,10.0,1,6.3,0.007487365044653416
362,8.0,1,6.26,0.015211383812129498
363,5.0,2,6.28,0.005858305841684341
364,8.0,2,6.24,-0.0134463831782341
365,10.0,2,6.36,0.00287029892206192
366,4.0,1,6.24,0.024086663499474525
367,5.0,2,6.16,0.007227243855595589
368,6.0,1,6.16,0.02379065938293934
369,5.0,2,6.18,0.02160077914595604
370,6.0,2,6.2,0.07909231632947922
371,5.0,2,6.2,-0.03562668710947037
372,0.0,2,6.08,0.0317048504948616
373,7.0,2,6.1,-0.028335344046354294
374,5.0,2,6.08,0.026960555464029312
375,10.0,1,6.12,0.011755325831472874
376,6.0,2,6.14,0.01799095794558525
377,10.0,2,6.22,-0.029129259288311005
378,8.0,4,6.26,0.0936015248298645
379,0.0,2,6.06,0.036132246255874634
380,4.0,1,5.98,0.010300394147634506
381,6.0,1,6.0,0.021405082195997238
382,8.0,1,6.0,0.007709712255746126
383,4.0,3,5.96,0.06957370042800903
384,6.0,1,5.98,0.02176821418106556
385,7.0,1,5.96,0.026595601812005043
386,9.0,2,6.14,-0.008226629346609116
387,7.0,1,6.18,0.007787225767970085
388,10.0,2,6.18,-0.0026592682115733624
389,10.0,2,6.18,-0.0549863763153553
390,4.0,1,6.26,0.028320660814642906
391,4.0,1,6.18,0.021691858768463135
392,5.0,2,6.28,-0.005735447630286217
393,5.0,2,6.22,-0.024396587163209915
394,10.0,1,6.3,0.005893781781196594
395,7.0,2,6.34,-0.02251272276043892
396,6.0,1,6.32,0.03785862401127815
397,8.0,1,6.28,0.011776329949498177
398,10.0,1,6.4,0.010626880452036858
399,5.0,3,6.3,0.01806453987956047
400,6.0,1,6.34,0.0217751394957304
401,8.0,1,6.4,0.013815389946103096
402,5.0,1,6.5,0.02444489486515522
403,7.0,2,6.48,0.03713439404964447
404,4.0,1,6.48,0.024798432365059853
405,10.0,2,6.58,0.06963254511356354
406,7.0,2,6.56,-0.002936038188636303
407,4.0,1,6.54,0.012416187673807144
408,4.0,2,6.42,0.06603795289993286
409,8.0,2,6.44,-0.031414493918418884
410,9.0,1,6.5,0.037991538643836975
411,4.0,3,6.38,0.09361093491315842
412,5.0,1,6.32,0.037232622504234314
413,8.0,2,6.38,-0.02505149133503437
414,4.0,1,6.3,0.04568294808268547
415,5.0,1,6.2,0.042932067066431046
416,6.0,3,6.24,0.012000355869531631
417,5.0,1,6.24,0.010825980454683304
418,10.0,1,6.32,0.01762416772544384
419,7.0,2,6.36,0.010753197595477104
420,5.0,2,6.34,0.01616082154214382
421,6.0,1,6.36,0.03568698465824127
422,8.0,1,6.52,0.011071798391640186
423,8.0,1,6.54,0.008918680250644684
424,4.0,2,6.52,0.0056601762771606445
425,5.0,1,6.42,0.027586473152041435
426,6.0,1,6.42,0.018302032724022865
427,6.0,1,6.34,0.009301012381911278
428,6.0,1,6.3,0.014528747648000717
429,5.0,2,6.4,-0.019262654706835747
430,8.0,1,6.48,0.007608986459672451
431,6.0,2,6.48,0.04184093698859215
432,8.0,2,6.48,-0.05150047689676285
433,4.0,1,6.48,0.03551527112722397
434,6.0,2,6.48,0.022044334560632706
435,10.0,2,6.54,-0.09816399961709976
436,7.0,2,6.5,0.039184607565402985
437,8.0,2,6.52,-0.013243947178125381
438,4.0,1,6.4,0.019699983298778534
439,4.0,2,6.28,0.012229904532432556
440,4.0,2,6.28,0.005249667912721634
441,10.0,1,6.4,0.009256967343389988
442,4.0,2,6.38,0.052982162684202194
443,6.0,1,6.4,0.013756869360804558
444,4.0,2,6.28,0.048550814390182495
445,7.0,2,6.28,0.07563310861587524
446,6.0,2,6.28,-0.043546777218580246
447,4.0,2,6.2,0.019729241728782654
448,0.0,2,6.0,0.037507809698581696
449,8.0,2,6.06,-0.04985267296433449
450,9.0,2,6.12,-0.07926546037197113
451,4.0,1,6.04,0.01908559910953045
452,5.0,2,6.04,0.005259668454527855
453,7.0,1,6.04,0.009461792185902596
454,10.0,2,6.16,0.1438242495059967
455,7.0,2,6.1,-0.025618530809879303
456,4.0,1,6.04,0.016976309940218925
457,8.0,1,6.12,0.01671026460826397
458,10.0,1,6.24,0.01942029595375061
459,10.0,3,6.28,-0.270834356546402
460,5.0,1,6.2,0.03178172931075096
461,8.0,1,6.28,0.018256841227412224
462,7.0,2,6.32,0.038209713995456696
463,5.0,1,6.26,0.013229540549218655
464,6.0,1,6.3,0.01719290018081665
465,7.0,1,6.34,0.045841582119464874
466,9.0,2,6.4,-0.07932469248771667
467,4.0,3,6.38,-0.039114173501729965
468,4.0,2,6.26,0.05230225622653961
469,6.0,1,6.24,0.03399142250418663
470,6.0,1,6.26,0.0367431677877903
471,5.0,2,6.24,0.06886519491672516
472,4.0,1,6.16,0.02948286384344101
473,0.0,2,6.0,0.04552984982728958
474,7.0,2,6.06,0.02447708696126938
475,5.0,2,6.06,-0.045336514711380005
476,4.0,2,6.02,0.012419178150594234
477,10.0,2,6.1,0.07180795073509216
478,7.0,1,6.12,0.015811912715435028
479,4.0,2,6.1,-0.029510021209716797
480,5.0,1,6.04,0.02221996709704399
481,6.0,1,6.04,0.014731557108461857
482,4.0,1,5.96,0.025888681411743164
483,10.0,1,6.08,0.0071000768803060055
484,6.0,2,6.08,-0.030086152255535126
485,8.0,2,6.04,-0.09590423107147217
486,4.0,2,5.98,0.09600716829299927
487,5.0,2,5.92,0.03335956484079361
488,7.0,1,5.98,0.017526118084788322
489,4.0,2,5.98,0.05077887326478958
490,4.0,1,5.98,0.01732402667403221
491,4.0,2,5.86,0.034789055585861206
492,5.0,1,5.88,0.011908250860869884
493,10.0,2,5.96,-0.11986960470676422
494,8.0,1,6.04,0.043611038476228714
495,8.0,1,6.06,0.021097678691148758
496,5.0,2,6.04,-0.019221900030970573
497,5.0,1,6.06,0.03351322188973427
498,6.0,2,6.18,-0.006515266373753548
499,6.0,2,6.14,-0.004484383389353752
500,5.0,1,6.06,0.04769374802708626
501,7.0,1,6.12,0.02447431907057762
502,7.0,1,6.16,0.014585736207664013
503,6.0,1,6.14,0.020796870812773705
504,7.0,1,6.08,0.020972924306988716
505,4.0,1,6.02,0.018330881372094154
506,5.0,2,6.04,-0.022003784775733948
507,5.0,2,5.98,-0.017331160604953766
508,6.0,2,5.9,-0.0142441987991333
509,6.0,2,5.82,-0.03755570203065872
510,10.0,1,5.92,0.011980084702372551
511,7.0,1,5.9,0.014247504994273186
512,7.0,3,5.9,-0.1868574619293213
513,7.0,2,5.94,0.017526542767882347
514,8.0,1,5.98,0.014347299002110958
515,10.0,1,6.04,0.04632742702960968
516,4.0,1,5.94,0.011459429748356342
517,5.0,2,5.96,-0.0012815594673156738
518,4.0,2,5.96,-0.03329950571060181
519,8.0,1,6.0,0.016211863607168198
520,7.0,2,6.02,0.017754023894667625
521,7.0,1,6.06,0.005473501514643431
522,6.0,2,6.1,0.0443417988717556
523,9.0,2,6.28,0.024781353771686554
524,8.0,1,6.3,0.013162575662136078
525,7.0,2,6.34,0.006379709579050541
526,6.0,2,6.38,-0.024731073528528214
527,4.0,2,6.26,0.010989280417561531
528,7.0,1,6.26,0.006770273670554161
529,10.0,1,6.38,0.02137221209704876
530,8.0,2,6.44,-0.00035244598984718323
531,10.0,1,6.52,0.012278681620955467
532,6.0,1,6.56,0.013818244449794292
533,7.0,1,6.5,0.002944072475656867
534,10.0,1,6.58,0.007477071601897478
535,10.0,2,6.62,0.02509758062660694
536,4.0,1,6.62,0.03562769666314125
537,5.0,1,6.62,0.010003802366554737
538,4.0,2,6.56,-0.02191014587879181
539,8.0,1,6.64,0.020458053797483444
540,4.0,1,6.64,0.015366721898317337
541,5.0,1,6.66,0.01012460794299841
542,7.0,2,6.7,-0.09036772698163986
543,6.0,1,6.62,0.003107651136815548
544,10.0,2,6.66,0.002777833491563797
545,6.0,1,6.62,0.013548796065151691
546,10.0,1,6.72,0.0023013283498585224
547,10.0,1,6.82,0.002040877938270569
548,4.0,1,6.78,0.04113592579960823
549,7.0,1,6.8,0.019736273214221
550,10.0,2,6.9,0.09223947674036026
551,7.0,2,6.9,0.06376248598098755
552,6.0,1,6.88,0.03520926088094711
553,10.0,1,6.96,0.040070269256830215
554,6.0,1,6.94,0.041944585740566254
555,8.0,1,7.02,0.007618973031640053
556,5.0,1,7.02,0.014466402120888233
557,5.0,1,7.02,0.005118491128087044
558,8.0,1,7.06,0.015688063576817513
559,8.0,1,7.1,0.00414489908143878
560,6.0,1,7.02,0.005897896829992533
561,7.0,2,7.02,-0.004179183393716812
562,7.0,2,7.02,0.0019748485647141933
563,7.0,2,7.02,-0.05537557229399681
564,7.0,2,7.0,-0.05533631518483162
565,4.0,1,6.88,0.009319568984210491
566,8.0,1,6.96,0.02948160655796528
567,10.0,1,7.06,0.003607445862144232
568,5.0,2,7.08,0.10693647712469101
569,7.0,2,7.06,-0.05892341583967209
570,8.0,1,7.08,0.0048694065771996975
571,7.0,2,7.08,-0.0701325461268425
572,6.0,2,7.08,0.010234883055090904
573,4.0,1,6.98,0.019851557910442352
574,6.0,2,6.94,-0.016479916870594025
575,4.0,1,6.88,0.01987709477543831
576,10.0,2,6.96,-0.002489045960828662
577,4.0,2,6.96,0.012583836913108826
578,6.0,1,6.94,0.004697208292782307
579,4.0,2,6.82,-0.017088400200009346
580,6.0,1,6.78,0.0068962955847382545
581,4.0,1,6.66,0.026254478842020035
582,10.0,1,6.74,0.005473085679113865
583,7.0,1,6.74,0.004824990406632423
584,10.0,1,6.74,0.00289586978033185
585,10.0,2,6.74,-0.03902588039636612
586,5.0,1,6.76,0.04942358285188675
587,5.0,2,6.76,-0.07453332841396332
588,9.0,1,6.86,0.025614675134420395
589,7.0,2,6.84,-0.0621366947889328
590,5.0,1,6.86,0.004817396402359009
591,8.0,1,6.92,0.029776379466056824
592,6.0,2,6.9,0.0878482386469841
593,10.0,1,6.98,0.002895526122301817
594,8.0,2,6.94,0.002348458394408226
595,8.0,2,6.98,0.07593616843223572
596,6.0,2,6.9,0.00476534990593791
597,6.0,2,6.82,0.10259252041578293
598,6.0,1,6.86,0.010595986619591713
599,9.0,1,6.9,0.0039117904379963875
600,8.0,1,6.86,0.004465476609766483
601,5.0,1,6.82,0.03863788768649101
602,5.0,1,6.8,0.004121214617043734
603,7.0,2,6.74,0.10304571688175201
604,10.0,1,6.82,0.003206462599337101
605,10.0,1,6.86,0.004136215895414352
606,10.0,2,6.96,0.002488491591066122
607,6.0,2,6.98,-0.06986969709396362
608,6.0,1,6.94,0.0245879665017128
609,7.0,1,6.92,0.004699221346527338
610,5.0,2,6.9,-0.0015129242092370987
611,4.0,1,6.84,0.0063747442327439785
612,4.0,2,6.78,0.013921243138611317
613,5.0,1,6.74,0.03390951827168465
614,4.0,2,6.68,0.020188670605421066
615,9.0,1,6.78,0.02049216628074646
616,5.0,2,6.72,0.005274882074445486
617,8.0,2,6.68,0.0011866623535752296
618,4.0,1,6.66,0.006076956633478403
619,6.0,1,6.64,0.03365243226289749
620,4.0,2,6.56,0.0075167519971728325
621,9.0,1,6.6,0.025406919419765472
622,10.0,3,6.68,-0.287559449672699
623,4.0,1,6.68,0.00579566927626729
624,10.0,2,6.76,0.04005005955696106
625,7.0,2,6.82,0.0770852118730545
626,4.0,2,6.7,0.014414967969059944
627,4.0,2,6.7,0.005303715355694294
628,4.0,2,6.66,0.04431287944316864
629,7.0,1,6.72,0.03183457627892494
630,8.0,2,6.76,0.2540309429168701
631,10.0,1,6.88,0.007401853799819946
632,6.0,2,6.8,0.07905950397253036
633,6.0,2,6.78,-0.04321042448282242
634,3.0,1,6.64,0.009794446639716625
635,5.0,4,6.54,0.08773581683635712
636,10.0,3,6.64,-0.392149418592453
637,6.0,1,6.66,0.02465282566845417
638,4.0,4,6.56,-0.08883469551801682
639,4.0,2,6.5,0.049144912511110306
640,4.0,1,6.48,0.004669417627155781
641,10.0,2,6.52,0.008087689988315105
642,8.0,2,6.56,0.006946072913706303
643,10.0,2,6.56,0.012018837034702301
644,4.0,1,6.48,0.004431888461112976
645,10.0,2,6.52,0.0025944849476218224
646,8.0,2,6.56,0.003499760990962386
647,4.0,2,6.52,0.07220827043056488
648,8.0,2,6.56,-0.019669055938720703
649,7.0,1,6.52,0.006707996129989624
650,8.0,1,6.52,0.004308040253818035
