update,policy_loss,value_loss,entropy
0,0.04695601761341095,10.904995918273926,2.207381248474121
1,0.035659730434417725,4.926997184753418,2.267192840576172
2,0.04212517291307449,9.035295486450195,2.380969524383545
3,0.04481084272265434,17.23105239868164,2.2048091888427734
4,0.036176569759845734,8.727313041687012,2.3542795181274414
5,0.040990449488162994,10.682726860046387,2.21384596824646
6,0.04293838515877724,14.824607849121094,2.2722601890563965
7,0.03405894339084625,7.03055477142334,2.3303956985473633
8,0.04219820722937584,14.432950973510742,2.29775071144104
9,0.03948662802577019,12.989534378051758,2.210512638092041
10,0.038686610758304596,10.981298446655273,2.3038647174835205
11,0.02899899333715439,6.314441204071045,2.306380271911621
12,0.028179408982396126,5.780892848968506,2.073376417160034
13,0.035533059388399124,14.097865104675293,2.2197823524475098
14,0.03071669489145279,9.136533737182617,2.2933754920959473
15,0.032044313848018646,12.27650260925293,2.2037696838378906
16,0.028925670310854912,10.888483047485352,2.2221519947052
17,0.03302519768476486,15.593503952026367,2.1496458053588867
18,0.028967836871743202,9.261273384094238,2.1850407123565674
19,0.025071512907743454,12.557823181152344,2.1295244693756104
20,0.02610732614994049,14.681522369384766,2.0553760528564453
21,0.02566519007086754,22.514938354492188,2.070951223373413
22,0.023912454023957253,17.119155883789062,1.959485650062561
23,0.022716641426086426,18.716148376464844,2.1001832485198975
24,0.01966794580221176,14.813865661621094,2.0596468448638916
25,0.01614338904619217,10.646724700927734,2.144784450531006
26,0.013075234368443489,6.837339401245117,2.1209182739257812
27,0.014418337494134903,15.864126205444336,2.060262680053711
28,0.014509892091155052,22.78769874572754,1.9808642864227295
29,0.01198243722319603,9.844037055969238,1.9728984832763672
30,0.009564567357301712,13.424310684204102,1.9461562633514404
31,0.00914299488067627,24.907487869262695,1.882706880569458
32,0.005784574896097183,14.517940521240234,2.017009735107422
33,0.0045563457533717155,16.007009506225586,1.8801765441894531
34,0.003494609147310257,30.675304412841797,1.8867928981781006
35,0.0011576227843761444,11.151046752929688,1.8386003971099854
36,-5.587935447692871e-09,18.42494010925293,1.7356280088424683
37,-5.587935447692871e-09,13.872465133666992,1.8845516443252563
38,-3.725290298461914e-09,21.479534149169922,1.6360070705413818
39,-6.51925802230835e-09,23.86501693725586,1.7291548252105713
40,-1.1175870895385742e-08,21.549537658691406,1.7128779888153076
41,8.195638656616211e-08,21.47791862487793,1.7144473791122437
42,4.0978193283081055e-08,18.899869918823242,1.5724737644195557
43,1.0244548320770264e-08,17.40284538269043,1.644324779510498
44,1.30385160446167e-08,18.081405639648438,1.6797380447387695
45,-1.6763806343078613e-08,18.12410545349121,1.7140872478485107
46,1.30385160446167e-08,22.83327865600586,1.4293326139450073
47,-4.470348358154297e-08,24.868871688842773,1.516136646270752
48,-1.6763806343078613e-08,20.791664123535156,1.5139602422714233
49,2.421438694000244e-08,22.70806312561035,1.5286319255828857
50,-4.6566128730773926e-09,17.205297470092773,1.4036388397216797
51,1.6763806343078613e-08,21.36176300048828,1.2964904308319092
52,-1.862645149230957e-09,27.18785285949707,1.3459042310714722
53,3.725290298461914e-09,12.236563682556152,1.2909691333770752
54,-9.313225746154785e-09,19.74188232421875,1.1327097415924072
55,-3.725290298461914e-09,21.754236221313477,1.3025239706039429
56,1.3969838619232178e-08,17.774581909179688,1.1964099407196045
