episode,return,rolling_mean_reward
1,13.0,13.0
2,0.0,6.5
3,18.0,10.333333333333334
4,15.0,11.5
5,10.0,11.2
6,0.0,9.333333333333334
7,0.0,8.0
8,-0.01,6.99875
9,14.99,7.886666666666667
10,16.0,8.698
11,-0.01,7.906363636363636
12,15.99,8.58
13,20.0,9.458461538461538
14,14.0,9.782857142857143
15,-0.01,9.129999999999999
16,14.0,9.434375
17,-0.01,8.878823529411765
18,0.0,8.385555555555555
19,-0.03,7.942631578947368
20,-0.01,7.545
21,14.0,7.852380952380953
22,0.0,7.495454545454546
23,10.0,7.604347826086957
24,13.0,7.829166666666667
25,0.0,7.516
26,7.0,7.496153846153846
27,0.0,7.218518518518518
28,0.0,6.960714285714286
29,0.0,6.720689655172414
30,13.0,6.930000000000001
31,0.0,6.706451612903226
32,0.0,6.496875
33,0.0,6.3
34,0.0,6.114705882352942
35,-0.01,5.9397142857142855
36,0.0,5.774722222222222
37,0.0,5.618648648648648
38,14.0,5.839210526315789
39,1.0,5.715128205128205
40,14.99,5.947
41,0.0,5.801951219512195
42,6.99,5.830238095238095
43,0.0,5.694651162790698
44,5.0,5.678863636363636
45,0.0,5.552666666666667
46,12.0,5.692826086956522
47,0.0,5.571702127659575
48,0.0,5.455625
49,15.0,5.650408163265306
50,0.0,5.5374
51,-0.01,5.428627450980392
52,19.0,5.689615384615385
53,8.98,5.751698113207547
54,3.0,5.70074074074074
55,-0.01,5.596909090909091
56,-0.01,5.496785714285714
57,3.0,5.452982456140351
58,0.0,5.358965517241379
59,4.0,5.33593220338983
60,0.0,5.247
61,-0.03,5.160491803278689
62,0.0,5.077258064516129
63,10.0,5.155396825396826
64,-0.02,5.07453125
65,0.0,4.9964615384615385
66,0.0,4.920757575757576
67,0.0,4.84731343283582
68,0.0,4.776029411764705
69,18.0,4.967681159420289
70,-0.01,4.896571428571429
71,2.0,4.855774647887324
72,0.0,4.788333333333333
73,9.0,4.846027397260274
74,0.0,4.780540540540541
75,14.0,4.903466666666667
76,0.0,4.838947368421053
77,0.0,4.776103896103896
78,0.0,4.714871794871795
79,6.0,4.731139240506329
80,7.0,4.7595
81,16.0,4.898271604938271
82,17.0,5.045853658536585
83,6.0,5.057349397590361
84,18.0,5.211428571428572
85,-0.01,5.15
86,-0.02,5.089883720930232
87,17.0,5.2267816091954025
88,0.0,5.167386363636364
89,16.0,5.289101123595506
90,14.0,5.385888888888889
91,7.0,5.403626373626373
92,0.0,5.3448913043478266
93,0.0,5.28741935483871
94,21.0,5.454574468085107
95,0.0,5.397157894736842
96,14.0,5.486770833333334
97,16.0,5.595154639175258
98,8.0,5.619693877551021
99,20.0,5.764949494949495
100,-0.01,5.7072
101,0.0,5.5772
102,0.0,5.5772
103,0.0,5.397200000000001
104,0.0,5.2472
105,12.0,5.2672
106,20.0,5.4672
107,0.0,5.4672
108,-0.01,5.4672
109,0.0,5.3173
110,7.0,5.2273000000000005
111,5.0,5.2774
112,5.0,5.1675
113,0.0,4.9675
114,0.0,4.8275
115,0.0,4.8276
116,19.0,4.8776
117,0.0,4.8777
118,-0.01,4.8776
119,11.0,4.9879
120,0.0,4.988
121,23.99,5.0879
122,10.0,5.1879
123,21.0,5.297899999999999
124,18.0,5.347899999999999
125,24.0,5.587899999999999
126,15.0,5.6678999999999995
127,11.0,5.7779
128,-0.02,5.777699999999999
129,12.0,5.8976999999999995
130,0.0,5.7677
131,-0.04,5.7673000000000005
132,21.0,5.9773000000000005
133,11.0,6.0873
134,23.0,6.3173
135,0.0,6.3174
136,7.0,6.3874
137,-0.02,6.3872
138,23.0,6.4772
139,-0.01,6.4671
140,0.0,6.317200000000001
141,5.0,6.3672
142,0.0,6.2973
143,0.0,6.2973
144,6.0,6.307300000000001
145,0.0,6.307300000000001
146,0.0,6.1873000000000005
147,0.0,6.1873000000000005
148,15.0,6.3373
149,9.0,6.2773
150,0.0,6.2773
151,0.0,6.2774
152,-0.01,6.0873
153,0.0,5.9975
154,0.0,5.9675
155,8.0,6.0476
156,-0.01,6.0476
157,0.0,6.0176
158,4.0,6.0576
159,-0.02,6.0174
160,0.0,6.0174
161,13.0,6.1476999999999995
162,-0.02,6.1475
163,10.0,6.1475
164,13.0,6.277699999999999
165,9.0,6.3677
166,0.0,6.3677
167,-0.02,6.3675
168,24.99,6.6174
169,8.0,6.5174
170,12.0,6.6375
171,11.0,6.7275
172,24.0,6.9675
173,0.0,6.8775
174,0.0,6.8775
175,-0.02,6.7373
176,13.0,6.8673
177,12.0,6.9873
178,-0.02,6.987100000000001
179,7.0,6.9971000000000005
180,-0.02,6.9269
181,-0.01,6.7668
182,-0.01,6.596699999999999
183,0.0,6.5367
184,5.0,6.4067
185,0.0,6.4068
186,10.0,6.507000000000001
187,17.0,6.507000000000001
188,5.0,6.557
189,0.0,6.397
190,9.99,6.3568999999999996
191,7.0,6.3568999999999996
192,-0.03,6.356599999999999
193,-0.01,6.3565
194,2.0,6.1665
195,5.0,6.2165
196,15.0,6.2265
197,0.0,6.0665
198,0.0,5.9864999999999995
199,0.0,5.7865
200,15.0,5.936599999999999
201,6.0,5.9966
202,0.0,5.9966
203,11.0,6.106599999999999
204,7.0,6.1766
205,21.0,6.2665999999999995
206,11.0,6.1766
207,13.0,6.3065999999999995
208,11.0,6.4167
209,14.0,6.556699999999999
210,11.0,6.596699999999999
211,10.0,6.646699999999999
212,-0.01,6.5966
213,16.0,6.7566
214,-0.01,6.7565
215,-0.01,6.7564
216,17.0,6.7364
217,30.0,7.0363999999999995
218,9.99,7.1364
219,16.0,7.1864
220,0.0,7.1864
221,-0.03,6.9462
222,0.0,6.8462
223,-0.02,6.636
224,-0.01,6.455900000000001
225,17.0,6.3859
226,0.0,6.2359
227,0.0,6.125900000000001
228,9.99,6.226
229,-0.01,6.1059
230,23.0,6.3359000000000005
231,9.99,6.4362
232,-0.02,6.226
233,0.0,6.1160000000000005
234,11.0,5.996
235,-0.02,5.9958
236,-0.01,5.925700000000001
237,9.0,6.0159
238,7.0,5.8559
239,11.0,5.966
240,8.99,6.0559
241,13.0,6.1359
242,-0.01,6.135800000000001
243,0.0,6.135800000000001
244,4.0,6.1158
245,2.0,6.135800000000001
246,13.99,6.2757000000000005
247,0.0,6.2757000000000005
248,0.0,6.1257
249,0.0,6.0357
250,0.0,6.0357
251,-0.03,6.035399999999999
252,-0.02,6.035299999999999
253,0.0,6.035299999999999
254,19.0,6.2253
255,16.0,6.3053
256,-0.01,6.3053
257,0.0,6.3053
258,15.0,6.415299999999999
259,16.0,6.5755
260,0.0,6.5755
261,22.0,6.6655
262,7.0,6.7357000000000005
263,0.0,6.635700000000001
264,-0.01,6.505599999999999
265,9.0,6.505599999999999
266,19.0,6.6956
267,7.0,6.7658000000000005
268,18.0,6.6959
269,4.99,6.665800000000001
270,-0.02,6.545599999999999
271,-0.02,6.4354
272,0.0,6.195399999999999
273,11.99,6.3153
274,7.0,6.3853
275,-0.01,6.3854
276,16.0,6.4154
277,7.0,6.365399999999999
278,-0.01,6.3655
279,19.99,6.4954
280,15.0,6.645599999999999
281,11.0,6.755700000000001
282,-0.01,6.755700000000001
283,16.0,6.9157
284,-0.02,6.8655
285,15.0,7.015499999999999
286,7.0,6.985499999999999
287,0.0,6.815499999999999
288,10.99,6.8754
289,4.0,6.9154
290,7.0,6.8854999999999995
291,0.0,6.815499999999999
292,0.0,6.8158
293,0.0,6.8159
294,8.0,6.875900000000001
295,-0.02,6.8257
296,13.0,6.805700000000001
297,0.0,6.805700000000001
298,15.0,6.9557
299,16.0,7.1157
300,17.0,7.135700000000001
301,-0.04,7.0752999999999995
302,-0.01,7.0752
303,0.0,6.965199999999999
304,12.0,7.0152
305,16.0,6.965199999999999
306,8.0,6.9352
307,14.0,6.9452
308,0.0,6.8351999999999995
309,8.0,6.7752
310,20.0,6.8652
311,-0.01,6.7651
312,-0.01,6.7651
313,18.99,6.795
314,0.0,6.7951
315,20.0,6.9952
316,-0.01,6.8251
317,-0.01,6.525
318,0.0,6.4251
319,9.99,6.365
320,9.0,6.455
321,11.0,6.5653
322,18.0,6.745299999999999
