update,policy_loss,value_loss,entropy
0,5.587935447692871e-09,6.597244739532471,2.6073155403137207
1,3.864988684654236e-08,4.383036136627197,2.7318968772888184
2,1.3969838619232178e-09,2.018481731414795,2.8785951137542725
3,-3.725290298461914e-09,6.01214599609375,2.5931859016418457
4,4.6566128730773926e-09,7.484532356262207,2.73842191696167
5,-2.60770320892334e-08,7.86923885345459,2.8618228435516357
6,2.7939677238464355e-09,10.191343307495117,2.699690103530884
7,1.1175870895385742e-08,6.205331325531006,2.700512647628784
8,-4.470348358154297e-08,4.411269187927246,2.681053400039673
9,-2.7008354663848877e-08,8.962713241577148,2.8849380016326904
10,0.0002133529633283615,11.588234901428223,2.5816800594329834
11,0.00015560537576675415,11.905468940734863,2.6225924491882324
12,2.3748725652694702e-08,7.268496990203857,2.622744560241699
13,1.862645149230957e-08,13.07404899597168,2.5832743644714355
14,1.30385160446167e-08,8.658595085144043,2.765075445175171
15,3.3993273973464966e-08,7.773184776306152,2.6844894886016846
16,-3.725290298461914e-08,10.262482643127441,2.5223042964935303
17,-0.0,14.167523384094238,2.520536422729492
18,-9.313225746154785e-09,10.883404731750488,2.4586544036865234
19,3.4458935260772705e-08,10.87456226348877,2.496556282043457
20,1.4901161193847656e-08,13.738730430603027,2.2547924518585205
21,2.421438694000244e-08,13.569808006286621,2.4922215938568115
22,-7.078051567077637e-08,16.119264602661133,2.5290980339050293
23,3.91155481338501e-08,14.39240550994873,2.385751485824585
24,1.5832483768463135e-08,17.196331024169922,2.281472682952881
25,-1.1175870895385742e-08,15.913250923156738,2.316159725189209
26,-2.514570951461792e-08,13.460596084594727,2.5483837127685547
27,-3.725290298461914e-09,11.896224021911621,2.342820405960083
28,-2.7939677238464355e-09,13.773123741149902,2.433882236480713
29,5.587935447692871e-09,17.381391525268555,2.345918655395508
30,-2.514570951461792e-08,16.119930267333984,2.4542903900146484
31,4.470348358154297e-08,14.372489929199219,2.149507761001587
32,1.3969838619232178e-08,11.713774681091309,2.255772829055786
33,-2.7939677238464355e-09,14.727631568908691,2.2440247535705566
34,-4.470348358154297e-08,20.628925323486328,2.212254285812378
35,-4.377216100692749e-08,16.44318389892578,2.2572519779205322
36,-7.450580596923828e-09,24.088483810424805,2.320704698562622
37,-2.0489096641540527e-08,22.128189086914062,1.9985411167144775
38,-3.3527612686157227e-08,10.927623748779297,2.19531512260437
39,3.3527612686157227e-08,14.670125961303711,2.027538537979126
40,2.7939677238464355e-08,17.16710090637207,2.069335460662842
41,5.21540641784668e-08,22.754905700683594,1.9392893314361572
42,-8.009374141693115e-08,18.643020629882812,1.941864013671875
43,-4.6566128730773926e-09,20.596094131469727,1.8487780094146729
44,1.4901161193847656e-08,15.939961433410645,1.8312228918075562
45,7.450580596923828e-09,13.987282752990723,1.7938730716705322
46,3.026798367500305e-08,15.53830337524414,1.7373467683792114
47,-6.705522537231445e-08,22.997055053710938,1.7366219758987427
48,2.60770320892334e-08,16.690298080444336,1.6791714429855347
49,-2.9802322387695312e-08,12.819958686828613,1.6771807670593262
50,-2.1420419216156006e-08,13.861661911010742,1.6563377380371094
51,2.421438694000244e-08,21.5755558013916,1.5612128973007202
52,1.6763806343078613e-08,20.887052536010742,1.5953553915023804
53,-3.725290298461914e-09,22.493471145629883,1.536889910697937
54,1.5366822481155396e-08,21.53657341003418,1.4411863088607788
55,5.587935447692871e-09,22.39742660522461,1.4740337133407593
56,-1.3504177331924438e-08,20.07794952392578,1.52495276927948
57,1.4901161193847656e-08,24.499454498291016,1.300607681274414
58,-0.0,9.700474739074707,1.3694504499435425
59,-2.421438694000244e-08,17.78628921508789,1.2733323574066162
60,-1.4901161193847656e-08,21.54388427734375,1.2869807481765747
61,1.1175870895385742e-08,17.74308967590332,1.4101836681365967
