update,total_calls,failed_calls,ratio,avg_latency_ms
0,129,23,0.17829457364341086,378.9289999999989
1,257,32,0.1245136186770428,378.9289999999989
2,385,59,0.15324675324675324,378.9289999999989
3,513,85,0.16569200779727095,378.9289999999989
4,641,100,0.15600624024961,378.9289999999989
5,769,128,0.16644993498049415,378.9289999999989
6,897,156,0.17391304347826086,378.9289999999989
7,1025,173,0.16878048780487806,378.9289999999989
8,1153,183,0.15871639202081528,378.9289999999989
9,1281,198,0.15456674473067916,378.9289999999989
10,1409,208,0.14762242725337119,378.9289999999989
11,1537,221,0.14378659726740403,378.9289999999989
12,1665,237,0.14234234234234233,378.9289999999989
13,1793,247,0.1377579475738985,378.9289999999989
14,1921,253,0.1317022384174909,378.9289999999989
15,2049,268,0.13079551000488043,378.9289999999989
16,2177,289,0.13275149288011023,378.9289999999989
17,2305,304,0.13188720173535792,378.9289999999989
18,2433,315,0.12946979038224415,378.9289999999989
19,2561,332,0.12963686060132762,378.9289999999989
20,2689,354,0.13164745258460395,378.9289999999989
21,2817,386,0.13702520411785588,378.9289999999989
22,2945,414,0.1405772495755518,378.9289999999989
23,3073,443,0.14415880247315327,378.9289999999989
24,3201,465,0.14526710402999063,378.9289999999989
25,3329,483,0.14508861519975969,378.9289999999989
26,3457,496,0.14347700318194967,378.9289999999989
27,3585,515,0.14365411436541142,378.9289999999989
28,3713,532,0.14328036628063562,378.9289999999989
29,3841,548,0.1426711793803697,378.9289999999989
30,3969,569,0.1433610481229529,378.9289999999989
31,4097,589,0.14376372955821332,378.9289999999989
32,4225,611,0.14461538461538462,378.9289999999989
33,4353,625,0.14357914082242132,378.9289999999989
34,4481,646,0.14416424905155098,378.9289999999989
35,4609,656,0.1423302234758082,378.9289999999989
36,4737,685,0.14460629090141439,378.9289999999989
37,4865,703,0.1445015416238438,378.9289999999989
38,4993,727,0.14560384538353696,378.9289999999989
39,5121,753,0.14704159343878148,378.9289999999989
40,5249,782,0.1489807582396647,378.9289999999989
41,5377,808,0.15026966710061374,378.9289999999989
42,5505,824,0.14968210717529518,378.9289999999989
43,5633,851,0.15107402804899697,378.9289999999989
44,5761,874,0.15170977260892207,378.9289999999989
45,5889,894,0.15180845644421803,378.9289999999989
46,6017,925,0.15373109523018116,378.9289999999989
47,6145,945,0.15378356387306755,378.9289999999989
48,6273,952,0.15176151761517614,378.9289999999989
49,6401,965,0.15075769411029527,378.9289999999989
50,6529,976,0.1494869045795681,378.9289999999989
51,6657,988,0.1484152020429623,378.9289999999989
52,6785,1005,0.14812085482682388,378.9289999999989
53,6913,1020,0.14754809778677852,378.9289999999989
54,7041,1038,0.1474222411589263,378.9289999999989
55,7169,1067,0.1488352629376482,378.9289999999989
56,7297,1102,0.151020967520899,378.9289999999989
57,7425,1124,0.1513804713804714,378.9289999999989
58,7553,1156,0.15305176750959884,378.9289999999989
59,7681,1186,0.1544069782580393,378.9289999999989
60,7809,1215,0.155589704187476,378.9289999999989
61,7937,1242,0.15648229809751796,378.9289999999989
62,8065,1275,0.15809051456912585,378.9289999999989
63,8193,1307,0.1595264249969486,378.9289999999989
64,8321,1331,0.15995673596923446,378.9289999999989
65,8449,1352,0.1600189371523257,378.9289999999989
66,8577,1382,0.16112859974350005,378.9289999999989
67,8705,1411,0.16209075244112578,378.9289999999989
68,8833,1441,0.16313823163138233,378.9289999999989
69,8961,1466,0.1635978127441134,378.9289999999989
70,9089,1495,0.16448454175376828,378.9289999999989
